timestamp,step,EEKPI_RL_2,EEKPI_RL_3,EEKPI_RL_4,EEKPI_RL_5,EEKPI_RL_6,EEKPI_RL_7,EEKPI_RL_8,ES_ON_COST_2,ES_ON_COST_3,ES_ON_COST_4,ES_ON_COST_5,ES_ON_COST_6,ES_ON_COST_7,ES_ON_COST_8,QosFlow.PdcpPduVolumeDL_Filter_2,QosFlow.PdcpPduVolumeDL_Filter_3,QosFlow.PdcpPduVolumeDL_Filter_4,QosFlow.PdcpPduVolumeDL_Filter_5,QosFlow.PdcpPduVolumeDL_Filter_6,QosFlow.PdcpPduVolumeDL_Filter_7,QosFlow.PdcpPduVolumeDL_Filter_8,DRB.PdcpSduDelayDl.UEID (pdcpLatency)_2,DRB.PdcpSduDelayDl.UEID (pdcpLatency)_3,DRB.PdcpSduDelayDl.UEID (pdcpLatency)_4,DRB.PdcpSduDelayDl.UEID (pdcpLatency)_5,DRB.PdcpSduDelayDl.UEID (pdcpLatency)_6,DRB.PdcpSduDelayDl.UEID (pdcpLatency)_7,DRB.PdcpSduDelayDl.UEID (pdcpLatency)_8,RLF_Counter_2,RLF_Counter_3,RLF_Counter_4,RLF_Counter_5,RLF_Counter_6,RLF_Counter_7,RLF_Counter_8,RLF_VALUE_2,RLF_VALUE_3,RLF_VALUE_4,RLF_VALUE_5,RLF_VALUE_6,RLF_VALUE_7,RLF_VALUE_8,RRU_PRBTOTDL_2,RRU_PRBTOTDL_3,RRU_PRBTOTDL_4,RRU_PRBTOTDL_5,RRU_PRBTOTDL_6,RRU_PRBTOTDL_7,RRU_PRBTOTDL_8,RRU.PrbUsedDl_2,RRU.PrbUsedDl_3,RRU.PrbUsedDl_4,RRU.PrbUsedDl_5,RRU.PrbUsedDl_6,RRU.PrbUsedDl_7,RRU.PrbUsedDl_8,TB_TOTNBRDLINITIAL_64QAM_RATIO_2,TB_TOTNBRDLINITIAL_64QAM_RATIO_3,TB_TOTNBRDLINITIAL_64QAM_RATIO_4,TB_TOTNBRDLINITIAL_64QAM_RATIO_5,TB_TOTNBRDLINITIAL_64QAM_RATIO_6,TB_TOTNBRDLINITIAL_64QAM_RATIO_7,TB_TOTNBRDLINITIAL_64QAM_RATIO_8,SUM_QosFlow.PdcpPduVolumeDL_Filter,SUM_RLF_VALUE,SUM_TB.TotNbrDl.1,SUM_ES_ON_COST,SUM_DRB.PdcpSduDelayDl.UEID (pdcpLatency),ZERO_COUNT,latency_cell_ms,latency_ue_ms,reward
1760717529386,81,338.23316708229424,231.43960923623445,0.0,0.0,656.5618556701031,616.1047120418848,0.0,0.0,0.0,0.047101286972462485,0.0,0.0,0.0,0.31381059609000006,542526.0,260601.0,0.0,0.0,509492.0,470704.0,0.0,4207.291501,4207.291501,0.0,4207.291501,4207.291501,4207.291501,0.0,0.0,6.666666666666667,0.0,100.0,0.0,23.076923076923077,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,64.74820143884892,53.956834532374096,0.0,7.194244604316547e-06,78.41726618705036,66.18705035971223,0.0,90.0,75.0,0.0,1e-05,109.0,92.0,0.0,0.8023690773067331,0.2557726465364121,0.0,1e-05,0.5025773195876289,0.5340314136125655,0.0,1783323.0,5.0,4270.00001,0.3609118830624625,3005.2082149999997,2.0,3005.2082149999997,3005.2082149999997,890038.533332108
1760717529486,82,337.4109116022099,225.73651290070367,0.0,0.0,418.41629464285717,198.66120218579235,0.0,0.0,0.0,0.04239115827521624,0.0,0.0,0.0,0.2824295364810001,488571.0,288717.0,0.0,0.0,374901.0,218130.0,0.0,4374.549536,4374.549536,0.0,4374.549536,4374.549536,4374.549536,0.0,0.0,6.666666666666667,0.0,100.0,0.0,7.6923076923076925,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,61.87050359712231,61.87050359712231,0.0,7.194244604316547e-06,76.97841726618705,61.87050359712231,0.0,86.0,86.0,0.0,1e-05,107.0,86.0,0.0,0.7299723756906077,0.272869429241595,0.0,1e-05,0.39732142857142855,0.2495446265938069,0.0,1370319.0,3.0,4721.00001,0.32482069475621633,3124.67824,5.0,3124.67824,3124.67824,680674.3737938241
1760717529586,83,246.015873015873,354.8691983122363,0.0,15.0,322.47362637362636,196.07567567567568,0.0,0.0,0.0,0.038152042447694615,0.0,0.0,0.0,0.2541865828329001,402974.0,336416.0,0.0,120.0,293451.0,217644.0,0.0,4430.781697,4430.781697,0.0,4430.781697,4430.781697,4430.781697,0.0,8.695652173913043,6.666666666666667,0.0,100.0,0.0,15.384615384615385,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,56.83453237410072,58.27338129496403,0.0,7.194244604316547e-06,75.53956834532374,60.431654676258994,0.0,79.0,81.0,0.0,1e-05,105.0,84.0,0.0,0.5677655677655677,0.37658227848101267,0.0,0.0,0.24835164835164836,0.23153153153153153,0.0,1250605.0,6.0,4614.0,0.2923386252805947,3164.8440692857143,3.0,3164.8440692857143,3164.8440692857143,622672.0426332899
1760717529686,84,255.5928108426635,436.4523305084746,0.0,15.0,190.47821100917432,154.96401985111663,0.0,0.0,0.0,0.03433683820292515,0.0,0.0,0.0,0.2287679245496101,433741.0,412011.0,0.0,180.0,166097.0,249802.0,0.0,5131.917532,5131.917532,0.0,5131.917532,5131.917532,5131.917532,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,61.87050359712231,63.30935251798561,0.0,7.194244604316547e-06,68.34532374100719,61.87050359712231,0.0,86.0,88.0,0.0,1e-05,95.0,86.0,0.0,0.5963464938126105,0.8103813559322034,0.0,0.0,0.11467889908256881,0.27915632754342434,0.0,1261831.0,1.0,5137.0,0.26310476275253525,3665.65538,5.0,3665.65538,3665.65538,626035.3204674319
1760717529786,85,218.25850340136054,516.7885264341958,0.0,15.0,360.5610510046368,163.74557165861515,0.0,0.0,0.0,0.030903154382632636,0.0,0.0,0.0,0.20589113209464907,385008.0,459425.0,0.0,120.0,233283.0,203372.0,0.0,4811.520441,4811.520441,0.0,4811.520441,4811.520441,4811.520441,0.0,0.0,6.666666666666667,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,54.67625899280576,61.15107913669065,0.0,7.194244604316547e-06,64.02877697841727,53.23741007194245,0.0,76.0,85.0,0.0,1e-05,89.0,74.0,0.0,0.5980725623582767,0.8110236220472441,0.0,0.0,0.19319938176197837,0.2576489533011272,0.0,1281208.0,2.0,4550.0,0.2367942864772817,3436.800315,3.0,3436.800315,3436.800315,638010.3982725368
1760717529886,86,256.08045977011494,299.6108910891089,0.0,15.0,368.755291005291,191.36052631578949,0.0,0.0,0.0,0.027812838944369374,0.0,0.0,0.0,0.18530201888518416,490138.0,302607.0,0.0,120.0,278779.0,218151.0,0.0,5394.613198,5394.613198,0.0,5394.613198,5394.613198,5394.613198,0.0,4.3478260869565215,6.666666666666667,0.0,0.0,0.0,15.384615384615385,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,66.90647482014388,56.83453237410072,0.0,7.194244604316547e-06,49.64028776978417,51.07913669064749,0.0,93.0,79.0,0.0,1e-05,69.0,71.0,0.0,0.6525600835945663,0.43366336633663366,0.0,0.0,0.5846560846560847,0.39649122807017545,0.0,1289795.0,4.0,4828.0,0.21311485782955353,3853.2951414285712,1.0,3853.2951414285712,3853.2951414285712,643979.8348260487
1760717529986,87,228.39637432631062,326.15865384615387,0.0,39.375,358.2774049217002,188.3032581453634,0.0,0.0,0.0,0.025031555049932437,0.0,0.0,0.0,0.16677181699666577,466157.0,339205.0,0.0,315.0,320300.0,225399.0,0.0,5220.438623,5220.438623,0.0,5220.438623,5220.438623,5220.438623,0.0,0.0,6.666666666666667,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,61.87050359712231,61.15107913669065,0.0,7.194244604316547e-06,60.431654676258994,54.67625899280576,0.0,86.0,85.0,0.0,1e-05,84.0,76.0,0.0,0.6330230279274865,0.5490384615384616,0.0,0.0,0.4753914988814318,0.3692564745196324,0.0,1351376.0,2.0,5180.0,0.1918033720465982,3728.884730714286,4.0,3728.884730714286,3728.884730714286,671751.0706423424
1760717530086,88,256.0842321520288,440.0483870967742,0.0,31.25,261.0814432989691,118.12508143322475,0.0,0.0,0.0,0.022528399544939195,0.0,0.0,0.0,0.15009463529699918,498596.0,491094.0,0.0,500.0,253249.0,181322.0,0.0,5501.096678,5501.096678,0.0,5501.096678,5501.096678,5501.096678,0.0,4.3478260869565215,6.666666666666667,0.0,0.0,0.0,7.6923076923076925,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,63.30935251798561,65.46762589928058,0.0,0.7194244604316548,59.71223021582733,58.27338129496403,0.0,88.0,91.0,0.0,1.0,83.0,81.0,0.0,0.5978428351309707,0.6953405017921147,0.0,0.0,0.44536082474226807,0.21954397394136807,0.0,1424761.0,3.0,5584.0,0.17262303484193836,3929.3547700000004,3.0,3929.3547700000004,3929.3547700000004,709197.3705086717
1760717530186,89,271.78659611992947,171.36044973544975,0.0,15.0,309.79128672745696,174.47503373819163,0.0,0.0,0.0,0.020275559590445275,0.0,0.0,0.0,0.13508517176729928,462309.0,259097.0,0.0,180.0,305764.0,258572.0,0.0,5672.437835,5672.437835,0.0,5672.437835,5672.437835,5672.437835,0.0,0.0,6.666666666666667,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,61.87050359712231,64.02877697841727,0.0,7.194244604316547e-06,65.46762589928058,52.51798561151079,0.0,86.0,89.0,0.0,1e-05,91.0,73.0,0.0,0.6243386243386243,0.2863756613756614,0.0,0.0,0.3657548125633232,0.33265856950067474,0.0,1285922.0,2.0,5694.0,0.15536073135774456,4051.7413107142856,3.0,4051.7413107142856,4051.7413107142856,639715.2587723827
1760717530286,90,220.79089544772387,220.6696132596685,0.0,0.0,295.96045785639956,131.3100233100233,81.79310344827586,0.0,0.0,0.01824800363140075,0.9,0.0,0.0,0.0,441361.0,199706.0,0.0,0.0,284418.0,168996.0,2372.0,5877.179869,5877.179869,0.0,0.0,5877.179869,5877.179869,5877.179869,4.3478260869565215,13.333333333333334,0.0,0.0,0.0,15.384615384615385,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,61.15107913669065,53.23741007194245,0.0,0.0,67.62589928057554,38.1294964028777,7.194244604316547e-06,85.0,74.0,0.0,0.0,94.0,53.0,1e-05,0.5767883941970986,0.3624309392265193,0.0,0.0,0.2695109261186264,0.358974358974359,0.0,1096853.0,5.0,5181.0,0.9182480036314008,4197.985620714286,3.0,4197.985620714286,4197.985620714286,545472.7763967813
1760717530386,91,193.56998683633174,188.52968460111316,0.0,0.0,252.6160164271047,482.1618257261411,81.10714285714286,0.0,0.0,0.016423203268260675,0.81,0.0,0.0,0.0,441146.0,203235.0,0.0,0.0,246048.0,348603.0,2271.0,6225.20214,6225.20214,0.0,0.0,6225.20214,6225.20214,6225.20214,4.3478260869565215,6.666666666666667,0.0,0.0,0.0,23.076923076923077,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,59.71223021582733,54.67625899280576,0.0,0.0,58.992805755395686,47.482014388489205,0.7194244604316548,83.0,76.0,0.0,0.0,82.0,66.0,1.0,0.564282580078982,0.33766233766233766,0.0,0.0,0.3008213552361396,0.6500691562932227,0.0,1241303.0,5.0,5082.0,0.8264232032682607,4446.572957142857,3.0,4446.572957142857,4446.572957142857,617754.1882346544
1760717530486,92,187.04413858566681,300.9519650655022,0.0,0.0,196.11445198836083,373.5711111111111,92.33333333333333,0.0,0.0,0.014780882941434608,0.7290000000000001,0.0,0.0,0.0,394102.0,206754.0,0.0,0.0,202194.0,336214.0,554.0,6194.727593,6194.727593,0.0,0.0,6194.727593,6194.727593,6194.727593,8.695652173913043,13.333333333333334,0.0,0.0,0.0,7.6923076923076925,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,59.71223021582733,47.482014388489205,0.0,0.0,44.60431654676259,50.35971223021583,7.194244604316547e-06,83.0,66.0,0.0,0.0,62.0,70.0,1e-05,0.521594684385382,0.2663755458515284,0.0,0.0,0.22211445198836083,0.5222222222222223,0.0,1139818.0,5.0,4731.0,0.7437808829414347,4424.805423571428,5.0,4424.805423571428,4424.805423571428,565413.9888933151
1760717530586,93,133.96527777777777,330.59567901234567,0.0,0.0,318.48454636091725,215.5690653432589,108.0,0.0,0.0,0.013302794647291146,0.6561,0.0,0.0,0.0,270074.0,214226.0,0.0,0.0,319440.0,260623.0,1188.0,6188.969904,6188.969904,0.0,0.0,6188.969904,6188.969904,6188.969904,8.695652173913043,13.333333333333334,0.0,0.0,0.0,15.384615384615385,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,43.16546762589928,55.39568345323741,0.0,0.0,60.431654676258994,49.64028776978417,7.194244604316547e-06,60.0,77.0,0.0,0.0,84.0,69.0,1e-05,0.4191468253968254,0.2916666666666667,0.0,0.0,0.4935194416749751,0.43672456575682383,0.2727272727272727,1065551.0,6.0,4887.0,0.6694027946472911,4420.692788571428,4.0,4420.692788571428,4420.692788571428,529060.7267835138
1760717530686,94,185.54453538757824,339.64874551971326,0.0,0.0,250.71004098360655,185.33974784339748,95.7,0.0,0.0,0.011972515182562033,0.5904900000000001,0.0,0.0,0.0,385376.0,189524.0,0.0,0.0,244693.0,279307.0,957.0,6505.885762,6505.885762,0.0,0.0,6505.885762,6505.885762,6505.885762,4.3478260869565215,6.666666666666667,0.0,0.0,0.0,15.384615384615385,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,53.956834532374096,30.215827338129497,0.0,0.0,66.18705035971223,60.431654676258994,7.194244604316547e-06,75.0,42.0,0.0,0.0,92.0,84.0,1e-05,0.5565719788155994,0.5949820788530465,0.0,0.0,0.24795081967213115,0.3224950232249502,0.0,1099857.0,4.0,5128.0,0.6024625151825621,4647.061258571428,1.0,4647.061258571428,4647.061258571428,548953.7085770101
1760717530786,95,196.95534665099882,219.93333333333334,0.0,0.0,277.2791625124626,414.04937163375223,69.92307692307692,0.0,0.0,0.01077526366430583,0.531441,0.0,0.0,0.0,335218.0,171548.0,0.0,0.0,278111.0,461251.0,909.0,6342.1587,6342.1587,0.0,0.0,6342.1587,6342.1587,6342.1587,8.695652173913043,6.666666666666667,0.0,0.0,9.090909090909092,15.384615384615385,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,43.16546762589928,52.51798561151079,0.0,0.0,61.15107913669065,58.992805755395686,7.194244604316547e-06,60.0,73.0,0.0,0.0,85.0,82.0,1e-05,0.5387779083431258,0.2,0.0,0.0,0.26021934197407776,0.6983842010771992,0.0,1247037.0,6.0,4612.0,0.5422162636643059,4530.113357142857,3.0,4530.113357142857,4530.113357142857,620889.0074659043
1760717530886,96,220.04552934722983,226.17237903225808,0.0,0.0,275.72178217821784,661.64,76.875,0.0,0.0,0.009697737297875247,0.4782969000000001,0.0,0.0,0.0,401143.0,224363.0,0.0,0.0,278479.0,413525.0,615.0,6881.080177,6881.080177,0.0,0.0,6881.080177,6881.080177,6881.080177,4.3478260869565215,6.666666666666667,0.0,0.0,9.090909090909092,15.384615384615385,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,55.39568345323741,59.71223021582733,0.0,0.0,54.67625899280576,53.956834532374096,7.194244604316547e-06,77.0,83.0,0.0,0.0,76.0,75.0,1e-05,0.575973669775096,0.34274193548387094,0.0,0.0,0.3603960396039604,0.7696,0.0,1318125.0,5.0,4458.0,0.48799463729787534,4915.057269285714,4.0,4915.057269285714,4915.057269285714,655673.8305442366
1760717530986,97,251.0735294117647,300.7739898989899,0.0,0.0,256.94697674418603,446.5976714100906,91.375,0.0,0.0,0.008727963568087723,0.4304672100000001,0.0,0.0,0.0,409752.0,238213.0,0.0,0.0,276218.0,345220.0,731.0,6923.763804,6923.763804,0.0,0.0,6923.763804,6923.763804,6923.763804,8.695652173913043,20.0,0.0,0.0,9.090909090909092,15.384615384615385,0.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,54.67625899280576,51.07913669064749,0.0,0.0,41.726618705035975,43.884892086330936,7.194244604316547e-06,76.0,71.0,0.0,0.0,58.0,61.0,1e-05,0.5098039215686274,0.4457070707070707,0.0,0.0,0.7609302325581395,0.6222509702457956,0.0,1270134.0,8.0,4280.0,0.43919517356808785,4945.545574285715,5.0,4945.545574285715,4945.545574285715,631000.1120704694
1760717531086,98,181.11285714285714,254.55076923076922,0.0,0.0,281.29341864716633,592.111620795107,167.46153846153845,0.0,0.0,0.00785516721127895,0.3874204890000001,0.0,0.0,0.0,380337.0,248187.0,0.0,0.0,307735.0,387241.0,2177.0,6810.304829,6810.304829,0.0,0.0,6810.304829,6810.304829,6810.304829,8.695652173913043,20.0,0.0,0.0,9.090909090909092,15.384615384615385,0.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,53.23741007194245,70.50359712230215,0.0,0.0,43.884892086330936,41.726618705035975,7.194244604316547e-06,74.0,98.0,0.0,0.0,61.0,58.0,1e-05,0.5833333333333334,0.3117948717948718,0.0,0.0,0.7824497257769653,0.6987767584097859,0.6923076923076923,1325677.0,8.0,4836.0,0.395275656211279,4864.503449285714,3.0,4864.503449285714,4864.503449285714,660081.1053770549
1760717531186,99,219.99891716296696,228.28418230563003,0.0,0.0,449.8346456692913,354.32191780821915,139.92307692307693,0.0,0.0,0.007069650490151055,0.3486784401000001,0.0,0.0,0.0,406338.0,255450.0,0.0,0.0,457032.0,258655.0,1819.0,7056.493065,7056.493065,0.0,0.0,7056.493065,7056.493065,7056.493065,8.695652173913043,13.333333333333334,0.0,0.0,9.090909090909092,15.384615384615385,0.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,53.956834532374096,68.34532374100719,0.0,0.0,58.992805755395686,32.37410071942446,7.194244604316547e-06,75.0,95.0,0.0,0.0,82.0,45.0,1e-05,0.6166756903086086,0.16532618409294011,0.0,0.0,0.8671259842519685,0.6767123287671233,0.6923076923076923,1379294.0,7.0,4725.0,0.35574809059015117,5040.352189285714,6.0,5040.352189285714,5040.352189285714,684259.7099864502
1760717531286,100,162.62541620421754,183.8599257884972,0.0,0.0,426.16868686868685,455.9441176470588,143.0,0.0,0.0,0.00636268544113595,0.31381059609000006,0.0,0.0,0.0,293051.0,198201.0,0.0,0.0,421907.0,310042.0,429.0,7470.253921,7470.253921,0.0,0.0,7470.253921,7470.253921,7470.253921,8.695652173913043,6.666666666666667,0.0,0.0,9.090909090909092,30.76923076923077,0.0,2.0,1.0,0.0,0.0,1.0,4.0,0.0,46.76258992805755,67.62589928057554,0.0,0.0,61.87050359712231,40.28776978417266,7.194244604316547e-06,65.0,94.0,0.0,0.0,86.0,56.0,1e-05,0.4589345172031077,0.09369202226345083,0.0,0.0,0.798989898989899,0.7132352941176471,0.6666666666666666,1223630.0,8.0,4553.0,0.320173281531136,5335.895657857143,4.0,5335.895657857143,5335.895657857143,608353.8010341494
1760717531386,101,149.11327040533038,176.06022944550668,0.0,0.0,507.0841889117043,516.2727272727273,0.0,0.0,0.0,0.005726416897022355,0.2824295364810001,0.0,0.0,0.0,268553.0,184159.0,0.0,0.0,493900.0,369135.0,0.0,7305.074093,7305.074093,0.0,0.0,7305.074093,7305.074093,7305.074093,13.043478260869565,6.666666666666667,0.0,0.0,18.181818181818183,15.384615384615385,0.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,47.482014388489205,61.87050359712231,0.0,0.0,64.74820143884892,43.884892086330936,7.194244604316547e-06,66.0,86.0,0.0,0.0,90.0,61.0,1e-05,0.38367573570238755,0.1367112810707457,0.0,0.0,0.8696098562628337,0.6825174825174826,1e-05,1315747.0,8.0,4536.00001,0.28815595337802247,5217.910066428572,3.0,5217.910066428572,5217.910066428572,655287.0772085973
1760717531486,102,146.39374053508328,183.45257452574526,0.0,0.0,633.2701149425287,386.9038737446198,0.0,0.0,0.0,0.00515377520732012,0.2541865828329001,0.0,0.0,0.0,290006.0,203082.0,0.0,0.0,550945.0,269672.0,0.0,7500.725939,7500.725939,0.0,0.0,7500.725939,7500.725939,7500.725939,8.695652173913043,20.0,0.0,0.0,18.181818181818183,23.076923076923077,0.0,2.0,3.0,0.0,0.0,2.0,3.0,0.0,51.07913669064749,64.74820143884892,0.0,0.0,75.53956834532374,33.81294964028777,7.194244604316547e-06,71.0,90.0,0.0,0.0,105.0,47.0,1e-05,0.392226148409894,0.16621499548328816,0.0,0.0,0.835632183908046,0.6843615494978479,1e-05,1313705.0,10.0,4655.00001,0.2593403580402202,5357.661384999999,5.0,5357.661384999999,5357.661384999999,652429.1347137119
1760717531586,103,123.23675255226057,109.76603325415677,0.0,0.0,690.8268090154211,719.3328267477203,0.0,0.0,0.0,0.004638397686588108,0.2287679245496101,0.0,0.0,0.0,253498.0,92423.0,0.0,0.0,582367.0,473321.0,0.0,8181.832993,8181.832993,0.0,0.0,8181.832993,8181.832993,8181.832993,8.695652173913043,6.666666666666667,0.0,0.0,18.181818181818183,23.076923076923077,0.0,2.0,1.0,0.0,0.0,2.0,3.0,0.0,44.60431654676259,63.30935251798561,0.0,0.0,79.85611510791367,53.23741007194245,7.194244604316547e-06,62.0,88.0,0.0,0.0,111.0,74.0,1e-05,0.35488575595527466,0.026128266033254157,0.0,0.0,0.7390272835112692,0.7142857142857143,1e-05,1401609.0,8.0,4400.00001,0.2334063222361982,5844.166423571429,6.0,5844.166423571429,5844.166423571429,695787.5337896611
1760717531686,104,144.6432513798294,312.496303142329,0.0,0.0,633.5954022988506,572.5,0.0,0.0,0.0,0.004174557917929297,0.20589113209464907,0.0,0.0,0.0,288274.0,338121.0,0.0,0.0,551228.0,346935.0,0.0,8292.779506,8292.779506,0.0,0.0,8292.779506,8292.779506,8292.779506,4.3478260869565215,6.666666666666667,0.0,0.0,18.181818181818183,23.076923076923077,0.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,44.60431654676259,54.67625899280576,0.0,0.0,76.97841726618705,40.28776978417266,7.194244604316547e-06,62.0,76.0,0.0,0.0,107.0,56.0,1e-05,0.4651279478173608,0.4343807763401109,0.0,0.0,0.7701149425287356,0.6072607260726073,1e-05,1524558.0,7.0,4551.00001,0.21006569001257835,5923.413932857143,2.0,5923.413932857143,5923.413932857143,760548.7474140984
1760717531686,105,144.6432513798294,312.496303142329,0.0,0.0,633.5954022988506,572.5,0.0,0.0,0.0,0.004174557917929297,0.20589113209464907,0.0,0.0,0.0,288274.0,338121.0,0.0,0.0,551228.0,346935.0,0.0,8292.779506,8292.779506,0.0,0.0,8292.779506,8292.779506,8292.779506,4.3478260869565215,6.666666666666667,0.0,0.0,18.181818181818183,23.076923076923077,0.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,44.60431654676259,54.67625899280576,0.0,0.0,76.97841726618705,40.28776978417266,7.194244604316547e-06,62.0,76.0,0.0,0.0,107.0,56.0,1e-05,0.4651279478173608,0.4343807763401109,0.0,0.0,0.7701149425287356,0.6072607260726073,1e-05,1524558.0,7.0,4551.00001,0.21006569001257835,5923.413932857143,2.0,5923.413932857143,5923.413932857143,760548.7474140984
1760720018437,106,174.78644314868805,680.060606060606,0.0,0.0,906.1618497109827,920.6547619047619,202.63113006396588,0.0,0.0,0.9,0.9,0.0,0.0,0.0,239807.0,336630.0,0.0,0.0,313532.0,154670.0,475170.0,91.730381,91.730381,0.0,0.0,91.730381,91.730381,91.730381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.02877697841727,36.69064748201439,0.0,0.0,29.496402877697843,19.424460431654676,65.46762589928058,89.0,51.0,0.0,0.0,41.0,27.0,91.0,0.22230320699708456,0.7434343434343434,0.0,0.0,0.9421965317919075,0.7202380952380952,0.5697228144989339,1519809.0,0.0,4726.0,1.8,65.5217007142857,5.0,65.5217007142857,65.5217007142857,755415.1127926129
1760720018537,107,225.37348629700446,823.9416666666667,0.0,0.0,984.8823529411765,966.032967032967,209.714527742482,0.0,0.0,0.81,0.81,0.0,0.0,0.0,353611.0,395492.0,0.0,0.0,368346.0,175818.0,495136.0,176.007616,176.007616,0.0,0.0,176.007616,176.007616,176.007616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.97841726618705,46.043165467625904,0.0,0.0,32.37410071942446,18.705035971223023,79.13669064748201,107.0,64.0,0.0,0.0,45.0,26.0,110.0,0.3384321223709369,0.925,0.0,0.0,1.0,0.8791208791208791,0.5696738670055062,1788403.0,0.0,4966.0,1.62,125.71972571428572,4.0,125.71972571428572,125.71972571428572,890427.6641708302
1760720018637,108,213.35859124866596,674.697520661157,0.0,0.0,944.0754189944134,889.5608465608466,278.8807631160572,0.0,0.0,0.7290000000000001,0.7290000000000001,0.0,0.0,0.0,399834.0,408192.0,0.0,0.0,337979.0,168127.0,526248.0,288.401683,288.401683,0.0,0.0,288.401683,288.401683,288.401683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.97841726618705,52.51798561151079,0.0,0.0,29.496402877697843,21.58273381294964,80.57553956834532,107.0,73.0,0.0,0.0,41.0,30.0,112.0,0.3847385272145144,0.859504132231405,0.0,0.0,0.9972067039106145,0.8201058201058201,0.6126126126126126,1840380.0,0.0,4913.0,1.4580000000000002,206.00120214285715,3.0,206.00120214285715,206.00120214285715,917389.9215398676
1760720018737,109,369.84418604651165,765.4514170040486,0.0,0.0,542.4263157894737,991.4723926380368,206.79948029449977,0.0,0.0,0.6561,0.6561,0.0,0.0,0.0,477099.0,378133.0,0.0,0.0,206122.0,161610.0,477500.0,437.810142,437.810142,0.0,0.0,437.810142,437.810142,437.810142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.22302158273382,45.32374100719424,0.0,0.0,42.44604316546763,17.26618705035971,79.85611510791367,99.0,63.0,0.0,0.0,59.0,24.0,111.0,0.6093023255813953,0.9311740890688259,0.0,0.0,0.5157894736842106,0.8343558282208589,0.6509311390212213,1700464.0,0.0,4636.0,1.3122,312.72153,4.0,312.72153,312.72153,846708.9743806317
1760720018837,110,278.0593841642229,774.0090579710145,0.0,0.0,539.1794019933554,846.6525821596244,227.38707003729797,0.0,0.0,0.5904900000000001,0.5904900000000001,0.0,0.0,0.0,379273.0,427253.0,0.0,0.0,162293.0,180337.0,548685.0,583.87264,583.87264,0.0,0.0,583.87264,583.87264,583.87264,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.46762589928058,48.201438848920866,0.0,0.0,32.37410071942446,16.546762589928058,76.97841726618705,91.0,67.0,0.0,0.0,45.0,23.0,107.0,0.4479472140762463,0.9148550724637681,0.0,0.0,0.5415282392026578,0.8262910798122066,0.6771653543307087,1697841.0,1.0,4843.0,1.1809800000000001,417.05188571428573,5.0,417.05188571428573,417.05188571428573,844319.8860262927
