timestamp,step,ts_action,ts_reward
1761003734361,24,null,-0.7154549221489946
1761003734461,25,null,-1.6733271443207718
1761003734561,26,null,-1.1674741611280464
1761003734661,27,null,-1.7572339913069661
1761003734761,28,null,-0.9248083671314835
1761003734861,29,null,0.148580971940736
1761003734961,30,null,-1.1109329182713843
1761003735061,31,null,-0.17020667743350937
1761003735161,32,null,-0.792202144534755
1761003735261,33,null,-0.9487089928001731
1761003735361,34,null,-0.9191005555984685
1761003735461,35,null,-0.6186096069306117
1761003735561,36,null,-1.4700514185069795
1761003735661,37,null,-1.2970593109275272
1761003735761,38,null,-0.33923060918133713
1761003735861,39,null,-0.38360999437303883
1761003735961,40,null,-0.18734595933144316
1761003736061,41,null,-0.4605114179105052
1761003736161,42,null,-2.479559484037606
1761003736261,43,null,-0.4596947793671219
1761003736361,44,null,-0.3957646299054405
1761003736461,45,null,-0.3593598154910843
1761003736561,46,null,-0.3019614123828415
1761003736661,47,null,-0.48250106257462655
1761003736761,48,null,-0.5551913785004766
1761003736861,49,null,-0.678990361657295
1761003736961,50,null,-1.2596835961140684
1761003737061,51,null,-0.0941487332180614
1761003737161,52,null,-0.6200738344709953
1761003737261,53,null,0.03884891967651338
1761003737361,54,null,-1.780712729845412
1761003737461,55,null,-0.02382198775830524
1761003737561,56,null,-0.22032831462090144
1761003737661,57,null,-1.2209586120419256
1761003737761,58,null,-2.3412799320412305
1761003737861,59,null,-0.08625028007983257
1761003737961,60,null,-0.8137360332782859
1761003738061,61,null,-3.2028357486438974
1761003738161,62,null,0.09289019029153822
1761003738261,63,null,-0.7937008754138495
1761006973202,2,null,0.0
1761007119294,0,null,171.79785824025643
1761007119394,1,null,4.373233246098522
1761007119494,2,null,0.6545832162645353
1761007119594,3,null,0.688383506227773
1761007119694,4,null,-2.573442681148873
1761008198239,0,null,171.79785824025643
1761008198339,1,null,4.373233246098522
1761008198439,2,null,0.6545832162645353
1761008198539,3,null,0.688383506227773
1761008198639,4,null,-2.573442681148873
1761008198739,5,null,-0.80870230552522
1761008198839,6,null,0.367800612364793
1761008198939,7,null,-0.4849425145675609
1761008199039,8,null,-1.0479985544192554
1761008199139,9,null,-0.7090835872594639
1761008199239,10,null,-2.6434167765612475
1761008199339,11,null,-0.2822065097215928
1761008199439,12,null,-1.024551105214103
1761008199539,13,null,-3.3591468826028317
1761008199639,14,null,-0.09414876757813051
1761008199739,15,null,-3.033121581470086
1761008199839,16,null,-0.3507567560027819
1761008199939,17,null,-0.8696918336642607
1761008200039,18,null,-0.2512185198387158
1761008200139,19,null,-0.5069471710367623
1761008200239,20,null,0.15658956799998114
1761008200339,21,null,-0.9920672724911759
1761008200439,22,null,-0.4815279252211401
1761008200539,23,null,-0.08551002518467954
1761008200639,24,null,-0.7154549221489946
1761008200739,25,null,-1.6733271443207718
1761008200839,26,null,-1.1674741611280464
1761008200939,27,null,-1.7572339913069661
1761008201039,28,null,-0.9248083671314835
1761008201139,29,null,0.148580971940736
1761008201239,30,null,-1.1109329182713843
1761008201339,31,null,-0.17020667743350937
1761008201439,32,null,-0.792202144534755
1761008201539,33,null,-0.9487089928001731
1761008201639,34,null,-0.9191005555984685
1761008201739,35,null,-0.6186096069306117
1761008201839,36,null,-1.4700514185069795
1761008201939,37,null,-1.2970593109275272
1761008202039,38,null,-0.33923060918133713
1761008202139,39,null,-0.38360999437303883
1761008202239,40,null,-0.18734595933144316
1761008202339,41,null,-0.4605114179105052
1761008202439,42,null,-2.479559484037606
1761008202539,43,null,-0.4596947793671219
1761008202639,44,null,-0.3957646299054405
1761008202739,45,null,-0.3593598154910843
1761008202839,46,null,-0.3019614123828415
1761008202939,47,null,-0.48250106257462655
1761008203039,48,null,-0.5551913785004766
1761008203139,49,null,-0.678990361657295
1761008203239,50,null,-1.2596835961140684
1761008203339,51,null,-0.0941487332180614
1761008203439,52,null,-0.6200738344709953
1761008203539,53,null,0.03884891967651338
1761008203639,54,null,-1.780712729845412
1761008203739,55,null,-0.02382198775830524
1761008203839,56,null,-0.22032831462090144
1761008203939,57,null,-1.2209586120419256
1761008204039,58,null,-2.3412799320412305
1761008204139,59,null,-0.08625028007983257
1761008204239,60,null,-0.8137360332782859
1761008204339,61,null,-3.2028357486438974
1761008204439,62,null,0.09289019029153822
1761008204539,63,null,-0.7937008754138495
1761008204639,64,null,-0.5910834213526197
1761008204739,65,null,-1.0867873812882558
1761008204839,66,null,-1.2805065472746093
1761008204939,67,null,-1.588840300877489
1761008205039,68,null,-0.00545163174860739
1761008205139,69,null,-2.260772953158151
1761008205239,70,null,-0.6383313605392213
1761008205339,71,null,-0.4588796594350396
1761008205439,72,null,-0.6645028217421982
1761008205539,73,null,-1.5367289008927323
1761008205639,74,null,-3.4352689329477215
1761008205739,75,null,-2.6600772184619874
1761008205839,76,null,-4.166074763375672
1761008205939,77,null,-1.446563245654716
1761008206039,78,null,-1.0048439458101355
1761008206139,79,null,-2.531760228444333
1761008206239,80,null,-3.5844167741317814
1761008206339,81,null,-2.9461541086175895
1761008206439,82,null,-1.947639839213565
1761008206539,83,null,-0.8969670886369114
1761008206639,84,null,-3.1673443516293402
1761008206739,85,null,-2.210856927523564
1761008206839,86,null,-1.8162594990657313
1761008206939,87,null,-2.3446834986744607
1761008207039,88,null,-0.6792327075809879
1761008207139,89,null,-1.1578364079822725
1761008207239,90,null,-1.4884999712484395
1761008207339,91,null,-1.6540989165299478
1761008207439,92,null,-0.7952241519382448
1761008207539,93,null,-1.7553299621688465
1761008207639,94,null,-1.2525469736394759
1761008207739,95,null,-3.619272021751683
1761008207839,96,null,-1.0189655496065084
1761008207939,97,null,-0.8372864911976481
1761054383382,0,null,171.79785824025643
1761054383482,1,null,4.373233246098522
1761054383582,2,null,0.6545832162645353
1761054383682,3,null,0.688383506227773
1761054383782,4,null,-2.573442681148873
1761054383882,5,null,-0.80870230552522
1761054383982,6,null,0.367800612364793
1761054384082,7,null,-0.4849425145675609
1761054384182,8,null,-1.0479985544192554
1761054384282,9,null,-0.7090835872594639
1761054384382,10,null,-2.6434167765612475
1761054384482,11,null,-0.2822065097215928
1761054384582,12,null,-1.024551105214103
1761054384682,13,null,-3.3591468826028317
1761054384782,14,null,-0.09414876757813051
1761054384882,15,null,-3.033121581470086
1761054384982,16,null,-0.3507567560027819
1761054385082,17,null,-0.8696918336642607
1761054385182,18,null,-0.2512185198387158
1761054385282,19,null,-0.5069471710367623
1761054385382,20,null,0.15658956799998114
1761054385482,21,null,-0.9920672724911759
1761054385582,22,null,-0.4815279252211401
1761054385682,23,null,-0.08551002518467954
1761054385782,24,null,-0.7154549221489946
1761054385882,25,null,-1.6733271443207718
1761054385982,26,null,-1.1674741611280464
1761054386082,27,null,-1.7572339913069661
1761054386182,28,null,-0.9248083671314835
1761054386282,29,null,0.148580971940736
1761054386382,30,null,-1.1109329182713843
1761054386482,31,null,-0.17020667743350937
1761054386582,32,null,-0.792202144534755
1761054386682,33,null,-0.9487089928001731
1761054386782,34,null,-0.9191005555984685
1761054386882,35,null,-0.6186096069306117
