timestamp,step,ts_action,ts_reward
1760994684653,0,null,171.79785824025643
1760994684753,1,null,4.281233209369454
1760994684853,2,null,0.930113551239101
1760994684953,3,null,0.5954350268181758
1760994685053,4,null,-0.776908726755436
1760994685153,5,null,0.5402020830782908
1760994685253,6,null,0.010720673226868094
1760994685353,7,null,-0.527525159092312
1760994685453,8,null,-0.133302143785758
1760994685553,9,null,0.16236264416297663
1760994685653,10,null,0.07917967550834115
1760994685753,11,null,0.16447808432309685
1760994685853,12,null,0.4117522511428904
1760994685953,13,null,-0.2426972021054732
1760994686053,14,null,-0.03028714335372129
1760994686153,15,null,0.5040333251565612
1760994686253,16,null,-0.423013704843072
1760994686353,17,null,0.320508967515841
1760994686453,18,null,0.40039745563436124
1760994686553,19,null,0.2147298463034173
1760994686653,20,null,0.3672924624124616
1760994686753,21,null,0.4120625600409946
1760994686853,22,null,0.380649434868793
1760995865845,0,null,171.79785824025643
1760995865945,1,null,4.373233246098522
1760995866045,2,null,0.6545832162645353
1760995866145,3,null,0.688383506227773
1760995866245,4,null,-2.573442681148873
1760995866345,5,null,-0.80870230552522
1760995866445,6,null,0.367800612364793
1760995866545,7,null,-0.4849425145675609
1760995866645,8,null,-1.0479985544192554
1760995866745,9,null,-0.7090835872594639
1760995866845,10,null,-2.6434167765612475
1760995866945,11,null,-0.2822065097215928
1760995867045,12,null,-1.024551105214103
1760995867145,13,null,-3.3591468826028317
1760995867245,14,null,-0.09414876757813051
1760995867345,15,null,-3.033121581470086
1760995867445,16,null,-0.3507567560027819
1760995867545,17,null,-0.8696918336642607
1760995867645,18,null,-0.2512185198387158
1760995867745,19,null,-0.5069471710367623
1760995867845,20,null,0.15658956799998114
1760996866449,0,null,171.79785824025643
1760996866549,1,null,4.373233246098522
1760996866649,2,null,0.6545832162645353
1760996866749,3,null,0.688383506227773
1760996866849,4,null,-2.573442681148873
1760996866949,5,null,-0.80870230552522
1760996867049,6,null,0.367800612364793
1760996867149,7,null,-0.4849425145675609
1760996867249,8,null,-1.0479985544192554
1760996867349,9,null,-0.7090835872594639
1760996867449,10,null,-2.6434167765612475
1760996867549,11,null,-0.2822065097215928
1760996867649,12,null,-1.024551105214103
1760997616128,0,null,171.79785824025643
1760997616228,1,null,4.373233246098522
1760997616328,2,null,0.6545832162645353
1760997616428,3,null,0.688383506227773
1760997616528,4,null,-2.573442681148873
1760997616628,5,null,-0.80870230552522
1760997616728,6,null,0.367800612364793
1760997616828,7,null,-0.4849425145675609
1760997616928,8,null,-1.0479985544192554
1760997617028,9,null,-0.7090835872594639
1760997617128,10,null,-2.6434167765612475
1760997617228,11,null,-0.2822065097215928
1760997617328,12,null,-1.024551105214103
1760997617428,13,null,-3.3591468826028317
1760997617528,14,null,-0.09414876757813051
1760997617628,15,null,-3.033121581470086
1760997617728,16,null,-0.3507567560027819
1760997617828,17,null,-0.8696918336642607
1760997617928,18,null,-0.2512185198387158
1760997618028,19,null,-0.5069471710367623
1760997618128,20,null,0.15658956799998114
1760997618228,21,null,-0.9920672724911759
1760997618328,22,null,-0.4815279252211401
1760997618428,23,null,-0.08551002518467954
1760997618528,24,null,-0.7154549221489946
1760997618628,25,null,-1.6733271443207718
1760997618728,26,null,-1.1674741611280464
1760997618828,27,null,-1.7572339913069661
1760997618928,28,null,-0.9248083671314835
1760997619028,29,null,0.148580971940736
1760997619128,30,null,-1.1109329182713843
1760997619228,31,null,-0.17020667743350937
1760997619328,32,null,-0.792202144534755
1760997619428,33,null,-0.9487089928001731
1760997619528,34,null,-0.9191005555984685
1760997619628,35,null,-0.6186096069306117
1760997619728,36,null,-1.4700514185069795
1760997619828,37,null,-1.2970593109275272
1760997619928,38,null,-0.33923060918133713
1760997620028,39,null,-0.38360999437303883
1760997620128,40,null,-0.18734595933144316
1760997620228,41,null,-0.4605114179105052
1760997620328,42,null,-2.479559484037606
1760997620428,43,null,-0.4596947793671219
1760997620528,44,null,-0.3957646299054405
1760997620628,45,null,-0.3593598154910843
1760997620728,46,null,-0.3019614123828415
1760997620828,47,null,-0.48250106257462655
1760997620928,48,null,-0.5551913785004766
1760997621028,49,null,-0.678990361657295
1760997621128,50,null,-1.2596835961140684
1760997621228,51,null,-0.0941487332180614
1760997621328,52,null,-0.6200738344709953
1760997621428,53,null,0.03884891967651338
1760997621528,54,null,-1.780712729845412
1760997621628,55,null,-0.02382198775830524
1760997621728,56,null,-0.22032831462090144
1760997621828,57,null,-1.2209586120419256
1760997621928,58,null,-2.3412799320412305
1760997622028,59,null,-0.08625028007983257
1760997622128,60,null,-0.8137360332782859
1760997622228,61,null,-3.2028357486438974
1760997622328,62,null,0.09289019029153822
1760997622428,63,null,-0.7937008754138495
1760997622528,64,null,-0.5910834213526197
1760997622628,65,null,-1.0867873812882558
1760997622728,66,null,-1.2805065472746093
1760997622828,67,null,-1.588840300877489
1760997622928,68,null,-0.00545163174860739
1760997623028,69,null,-2.260772953158151
1760997623128,70,null,-0.6383313605392213
1760997623228,71,null,-0.4588796594350396
1760997623328,72,null,-0.6645028217421982
1760997623428,73,null,-1.5367289008927323
1760997623528,74,null,-3.4352689329477215
1760997623628,75,null,-2.6600772184619874
1760997623728,76,null,-4.166074763375672
1760997623828,77,null,-1.446563245654716
1760997623928,78,null,-1.0048439458101355
1761003596229,0,null,171.79785824025643
1761003731961,0,null,171.79785824025643
1761003732061,1,null,4.373233246098522
1761003732161,2,null,0.6545832162645353
1761003732261,3,null,0.688383506227773
1761003732361,4,null,-2.573442681148873
1761003732461,5,null,-0.80870230552522
1761003732561,6,null,0.367800612364793
1761003732661,7,null,-0.4849425145675609
1761003732761,8,null,-1.0479985544192554
1761003732861,9,null,-0.7090835872594639
1761003732961,10,null,-2.6434167765612475
1761003733061,11,null,-0.2822065097215928
1761003733161,12,null,-1.024551105214103
1761003733261,13,null,-3.3591468826028317
1761003733361,14,null,-0.09414876757813051
1761003733461,15,null,-3.033121581470086
1761003733561,16,null,-0.3507567560027819
1761003733661,17,null,-0.8696918336642607
1761003733761,18,null,-0.2512185198387158
1761003733861,19,null,-0.5069471710367623
1761003733961,20,null,0.15658956799998114
1761003734061,21,null,-0.9920672724911759
1761003734161,22,null,-0.4815279252211401
1761003734261,23,null,-0.08551002518467954
