timestamp,ueImsiComplete,DRB.PdcpSduDelayDl(cellAverageLatency),m_pDCPBytesUL(0),m_pDCPBytesDL(cellDlTxVolume),DRB.PdcpSduVolumeDl_Filter.UEID(txBytes),Tot.PdcpSduNbrDl.UEID(txDlPackets),DRB.PdcpSduBitRateDl.UEID(pdcpThroughput),DRB.PdcpSduDelayDl.UEID(pdcpLatency),txPdcpPduLteRlc,txPdcpPduBytesLteRlc,QosFlow.PdcpPduVolumeDL_Filter.UEID(txPdcpPduBytesNrRlc),DRB.PdcpPduNbrDl.Qos.UEID (txPdcpPduNrRlc)
1761058001385,00002,,,,,,,,,,,,,
1761058001385,00007,,,,,,,,,,,,,
1761058001385,00008,,,,,,,,,,,,,
1761058001385,00032,,,,,,,,,,,,,
1761058001385,00034,,,,,,,,,,,,,
1761058001385,00063,,,,,,,,,,,,,
1761058001485,00002,,,,,,,,,,,,,
1761058001485,00007,,,,,,,,,,,,,
1761058001485,00008,,,,,,,,,,,,,
1761058001485,00032,,,,,,,,,,,,,
1761058001485,00034,,,,,,,,,,,,,
1761058001485,00063,,,,,,,,,,,,,
1761058001585,00002,,,,,,,,,,,,,
1761058001585,00007,,,,,,,,,,,,,
1761058001585,00008,,,,,,,,,,,,,
1761058001585,00032,,,,,,,,,,,,,
1761058001585,00034,,,,,,,,,,,,,
1761058001585,00063,,,,,,,,,,,,,
1761058001685,00002,,,,,,,,,,,,,
1761058001685,00007,,,,,,,,,,,,,
1761058001685,00008,,,,,,,,,,,,,
1761058001685,00032,,,,,,,,,,,,,
1761058001685,00034,,,,,,,,,,,,,
1761058001685,00063,,,,,,,,,,,,,
1761058001785,00002,,,,,,,,,,,,,
1761058001785,00007,,,,,,,,,,,,,
1761058001785,00008,,,,,,,,,,,,,
1761058001785,00032,,,,,,,,,,,,,
1761058001785,00034,,,,,,,,,,,,,
1761058001785,00063,,,,,,,,,,,,,
1761058001785,00054,,,,,,,,,,,,,
1761058001885,00002,,,,,,,,,,,,,
1761058001885,00007,,,,,,,,,,,,,
1761058001885,00008,,,,,,,,,,,,,
1761058001885,00032,,,,,,,,,,,,,
1761058001885,00034,,,,,,,,,,,,,
1761058001885,00063,,,,,,,,,,,,,
1761058001885,00054,,,,,,,,,,,,,
1761058001985,00002,,,,,,,,,,,,,
1761058001985,00007,,,,,,,,,,,,,
1761058001985,00008,,,,,,,,,,,,,
1761058001985,00032,,,,,,,,,,,,,
1761058001985,00034,,,,,,,,,,,,,
1761058001985,00063,,,,,,,,,,,,,
1761058001985,00054,,,,,,,,,,,,,
