Timestamp UNIX Id State
1.8 1761058003085 4 1
1.8 1761058003085 5 1
1.8 1761058003085 6 1
1.8 1761058003085 7 1
1.8 1761058003085 8 1
1.9 1761058003185 2 1
1.9 1761058003185 3 1
1.9 1761058003185 4 1
1.9 1761058003185 5 1
1.9 1761058003185 6 1
1.9 1761058003185 7 1
1.9 1761058003185 8 1
2 1761058003285 2 1
2 1761058003285 3 1
2 1761058003285 4 1
2 1761058003285 5 1
2 1761058003285 6 1
2 1761058003285 7 1
2 1761058003285 8 1
2.1 1761058003385 2 1
2.1 1761058003385 3 1
2.1 1761058003385 4 1
2.1 1761058003385 5 1
2.1 1761058003385 6 1
2.1 1761058003385 7 1
2.1 1761058003385 8 1
2.2 1761058003485 2 1
2.2 1761058003485 3 1
2.2 1761058003485 4 1
2.2 1761058003485 5 1
2.2 1761058003485 6 1
2.2 1761058003485 7 1
2.2 1761058003485 8 1
2.3 1761058003585 2 1
2.3 1761058003585 3 1
2.3 1761058003585 4 1
2.3 1761058003585 5 1
2.3 1761058003585 6 1
2.3 1761058003585 7 1
2.3 1761058003585 8 1
2.4 1761058003685 2 1
2.4 1761058003685 3 1
2.4 1761058003685 4 1
2.4 1761058003685 5 1
2.4 1761058003685 6 1
2.4 1761058003685 7 1
2.4 1761058003685 8 1
2.5 1761058003785 2 1
2.5 1761058003785 3 1
2.5 1761058003785 4 1
2.5 1761058003785 5 1
2.5 1761058003785 6 1
2.5 1761058003785 7 1
2.5 1761058003785 8 1
2.6 1761058003885 2 1
2.6 1761058003885 3 1
2.6 1761058003885 4 1
2.6 1761058003885 5 1
2.6 1761058003885 6 1
2.6 1761058003885 7 1
2.6 1761058003885 8 1
2.7 1761058003985 2 1
2.7 1761058003985 3 1
2.7 1761058003985 4 1
2.7 1761058003985 5 1
2.7 1761058003985 6 1
2.7 1761058003985 7 1
2.7 1761058003985 8 1
2.8 1761058004085 2 1
2.8 1761058004085 3 1
2.8 1761058004085 4 1
2.8 1761058004085 5 1
2.8 1761058004085 6 1
2.8 1761058004085 7 1
2.8 1761058004085 8 1
2.9 1761058004185 2 1
2.9 1761058004185 3 1
2.9 1761058004185 4 1
2.9 1761058004185 5 1
2.9 1761058004185 6 1
2.9 1761058004185 7 1
2.9 1761058004185 8 1
3 1761058004285 2 1
3 1761058004285 3 1
3 1761058004285 4 1
3 1761058004285 5 1
3 1761058004285 6 1
3 1761058004285 7 1
3 1761058004285 8 1
3.1 1761058004385 2 1
3.1 1761058004385 3 1
3.1 1761058004385 4 1
3.1 1761058004385 5 1
3.1 1761058004385 6 1
3.1 1761058004385 7 1
3.1 1761058004385 8 1
3.2 1761058004485 2 1
3.2 1761058004485 3 1
3.2 1761058004485 4 1
3.2 1761058004485 5 1
3.2 1761058004485 6 1
3.2 1761058004485 7 1
3.2 1761058004485 8 1
3.3 1761058004585 2 1
3.3 1761058004585 3 1
3.3 1761058004585 4 1
3.3 1761058004585 5 1
3.3 1761058004585 6 1
3.3 1761058004585 7 1
3.3 1761058004585 8 1
3.4 1761058004685 2 1
3.4 1761058004685 3 1
3.4 1761058004685 4 1
3.4 1761058004685 5 1
3.4 1761058004685 6 1
3.4 1761058004685 7 1
3.4 1761058004685 8 1
3.5 1761058004785 2 1
3.5 1761058004785 3 1
3.5 1761058004785 4 1
3.5 1761058004785 5 1
3.5 1761058004785 6 1
3.5 1761058004785 7 1
3.5 1761058004785 8 1
3.6 1761058004885 2 1
3.6 1761058004885 3 1
3.6 1761058004885 4 1
3.6 1761058004885 5 1
3.6 1761058004885 6 1
3.6 1761058004885 7 1
3.6 1761058004885 8 1
3.7 1761058004985 2 1
3.7 1761058004985 3 1
3.7 1761058004985 4 1
3.7 1761058004985 5 1
3.7 1761058004985 6 1
3.7 1761058004985 7 1
3.7 1761058004985 8 1
3.8 1761058005085 2 1
3.8 1761058005085 3 1
3.8 1761058005085 4 1
3.8 1761058005085 5 1
3.8 1761058005085 6 1
3.8 1761058005085 7 1
3.8 1761058005085 8 1
3.9 1761058005185 2 1
3.9 1761058005185 3 1
3.9 1761058005185 4 1
3.9 1761058005185 5 1
3.9 1761058005185 6 1
3.9 1761058005185 7 1
3.9 1761058005185 8 1
4 1761058005285 2 1
4 1761058005285 3 1
4 1761058005285 4 1
4 1761058005285 5 1
4 1761058005285 6 1
4 1761058005285 7 1
4 1761058005285 8 1
4.1 1761058005385 2 1
4.1 1761058005385 3 1
4.1 1761058005385 4 1
4.1 1761058005385 5 1
4.1 1761058005385 6 1
4.1 1761058005385 7 1
4.1 1761058005385 8 1
4.2 1761058005485 2 1
4.2 1761058005485 3 1
4.2 1761058005485 4 1
4.2 1761058005485 5 1
4.2 1761058005485 6 1
4.2 1761058005485 7 1
4.2 1761058005485 8 1
4.3 1761058005585 2 1
4.3 1761058005585 3 1
4.3 1761058005585 4 1
4.3 1761058005585 5 1
4.3 1761058005585 6 1
4.3 1761058005585 7 1
4.3 1761058005585 8 1
4.4 1761058005685 2 1
4.4 1761058005685 3 1
4.4 1761058005685 4 1
4.4 1761058005685 5 1
4.4 1761058005685 6 1
4.4 1761058005685 7 1
4.4 1761058005685 8 1
4.5 1761058005785 2 1
4.5 1761058005785 3 1
4.5 1761058005785 4 1
4.5 1761058005785 5 1
4.5 1761058005785 6 1
4.5 1761058005785 7 1
4.5 1761058005785 8 1
4.6 1761058005885 2 1
4.6 1761058005885 3 1
4.6 1761058005885 4 1
4.6 1761058005885 5 1
4.6 1761058005885 6 1
4.6 1761058005885 7 1
4.6 1761058005885 8 1
4.7 1761058005985 2 1
4.7 1761058005985 3 1
4.7 1761058005985 4 1
4.7 1761058005985 5 1
4.7 1761058005985 6 1
4.7 1761058005985 7 1
4.7 1761058005985 8 1
4.8 1761058006085 2 1
4.8 1761058006085 3 1
4.8 1761058006085 4 1
4.8 1761058006085 5 1
4.8 1761058006085 6 1
4.8 1761058006085 7 1
4.8 1761058006085 8 1
4.9 1761058006185 2 1
4.9 1761058006185 3 1
4.9 1761058006185 4 1
4.9 1761058006185 5 1
4.9 1761058006185 6 1
4.9 1761058006185 7 1
4.9 1761058006185 8 1
5 1761058006285 2 1
5 1761058006285 3 1
5 1761058006285 4 1
5 1761058006285 5 1
5 1761058006285 6 1
5 1761058006285 7 1
5 1761058006285 8 1
5.1 1761058006385 2 1
5.1 1761058006385 3 1
5.1 1761058006385 4 1
5.1 1761058006385 5 1
5.1 1761058006385 6 1
5.1 1761058006385 7 1
5.1 1761058006385 8 1
5.2 1761058006485 2 1
5.2 1761058006485 3 1
5.2 1761058006485 4 1
5.2 1761058006485 5 1
5.2 1761058006485 6 1
5.2 1761058006485 7 1
5.2 1761058006485 8 1
5.3 1761058006585 2 1
5.3 1761058006585 3 1
5.3 1761058006585 4 1
5.3 1761058006585 5 1
5.3 1761058006585 6 1
5.3 1761058006585 7 1
5.3 1761058006585 8 1
5.4 1761058006685 2 1
5.4 1761058006685 3 1
5.4 1761058006685 4 1
5.4 1761058006685 5 1
5.4 1761058006685 6 1
5.4 1761058006685 7 1
5.4 1761058006685 8 1
5.5 1761058006785 2 1
5.5 1761058006785 3 1
5.5 1761058006785 4 1
5.5 1761058006785 5 1
5.5 1761058006785 6 1
5.5 1761058006785 7 1
5.5 1761058006785 8 1
5.6 1761058006885 2 1
5.6 1761058006885 3 1
5.6 1761058006885 4 1
5.6 1761058006885 5 1
5.6 1761058006885 6 1
5.6 1761058006885 7 1
5.6 1761058006885 8 1
5.7 1761058006985 2 1
5.7 1761058006985 3 1
5.7 1761058006985 4 1
5.7 1761058006985 5 1
5.7 1761058006985 6 1
5.7 1761058006985 7 1
5.7 1761058006985 8 1
5.8 1761058007085 2 1
5.8 1761058007085 3 1
5.8 1761058007085 4 1
5.8 1761058007085 5 1
5.8 1761058007085 6 1
5.8 1761058007085 7 1
5.8 1761058007085 8 1
5.9 1761058007185 2 1
5.9 1761058007185 3 1
5.9 1761058007185 4 1
5.9 1761058007185 5 1
5.9 1761058007185 6 1
5.9 1761058007185 7 1
5.9 1761058007185 8 1
6 1761058007285 2 1
6 1761058007285 3 1
6 1761058007285 4 1
6 1761058007285 5 1
6 1761058007285 6 1
6 1761058007285 7 1
6 1761058007285 8 1
6.1 1761058007385 2 1
6.1 1761058007385 3 1
6.1 1761058007385 4 1
6.1 1761058007385 5 1
6.1 1761058007385 6 1
6.1 1761058007385 7 1
6.1 1761058007385 8 1
6.2 1761058007485 2 1
6.2 1761058007485 3 1
6.2 1761058007485 4 1
6.2 1761058007485 5 1
6.2 1761058007485 6 1
6.2 1761058007485 7 1
6.2 1761058007485 8 1
6.3 1761058007585 2 1
6.3 1761058007585 3 1
6.3 1761058007585 4 1
6.3 1761058007585 5 1
6.3 1761058007585 6 1
6.3 1761058007585 7 1
6.3 1761058007585 8 1
6.4 1761058007685 2 1
6.4 1761058007685 3 1
6.4 1761058007685 4 1
6.4 1761058007685 5 1
6.4 1761058007685 6 1
6.4 1761058007685 7 1
6.4 1761058007685 8 1
6.5 1761058007785 2 1
6.5 1761058007785 3 1
6.5 1761058007785 4 1
6.5 1761058007785 5 1
6.5 1761058007785 6 1
6.5 1761058007785 7 1
6.5 1761058007785 8 1
6.6 1761058007885 2 1
6.6 1761058007885 3 1
6.6 1761058007885 4 1
6.6 1761058007885 5 1
6.6 1761058007885 6 1
6.6 1761058007885 7 1
6.6 1761058007885 8 1
6.7 1761058007985 2 1
6.7 1761058007985 3 1
6.7 1761058007985 4 1
6.7 1761058007985 5 1
6.7 1761058007985 6 1
6.7 1761058007985 7 1
6.7 1761058007985 8 1
6.8 1761058008085 2 1
6.8 1761058008085 3 1
6.8 1761058008085 4 1
6.8 1761058008085 5 1
6.8 1761058008085 6 1
6.8 1761058008085 7 1
6.8 1761058008085 8 1
6.9 1761058008185 2 1
6.9 1761058008185 3 1
6.9 1761058008185 4 1
6.9 1761058008185 5 1
6.9 1761058008185 6 1
6.9 1761058008185 7 1
6.9 1761058008185 8 1
7 1761058008285 2 1
7 1761058008285 3 1
7 1761058008285 4 1
7 1761058008285 5 1
7 1761058008285 6 1
7 1761058008285 7 1
7 1761058008285 8 1
7.1 1761058008385 2 1
7.1 1761058008385 3 1
7.1 1761058008385 4 1
7.1 1761058008385 5 1
7.1 1761058008385 6 1
7.1 1761058008385 7 1
7.1 1761058008385 8 1
7.2 1761058008485 2 1
7.2 1761058008485 3 1
7.2 1761058008485 4 1
7.2 1761058008485 5 1
7.2 1761058008485 6 1
7.2 1761058008485 7 1
7.2 1761058008485 8 1
7.3 1761058008585 2 1
7.3 1761058008585 3 1
7.3 1761058008585 4 1
7.3 1761058008585 5 1
7.3 1761058008585 6 1
7.3 1761058008585 7 1
7.3 1761058008585 8 1
7.4 1761058008685 2 1
7.4 1761058008685 3 1
7.4 1761058008685 4 1
7.4 1761058008685 5 1
7.4 1761058008685 6 1
7.4 1761058008685 7 1
7.4 1761058008685 8 1
7.5 1761058008785 2 1
7.5 1761058008785 3 1
7.5 1761058008785 4 1
7.5 1761058008785 5 1
7.5 1761058008785 6 1
7.5 1761058008785 7 1
7.5 1761058008785 8 1
7.6 1761058008885 2 1
7.6 1761058008885 3 1
7.6 1761058008885 4 1
7.6 1761058008885 5 1
7.6 1761058008885 6 1
7.6 1761058008885 7 1
7.6 1761058008885 8 1
7.7 1761058008985 2 1
7.7 1761058008985 3 1
7.7 1761058008985 4 1
7.7 1761058008985 5 1
7.7 1761058008985 6 1
7.7 1761058008985 7 1
7.7 1761058008985 8 1
7.8 1761058009085 2 1
7.8 1761058009085 3 1
7.8 1761058009085 4 1
7.8 1761058009085 5 1
7.8 1761058009085 6 1
7.8 1761058009085 7 1
7.8 1761058009085 8 1
