% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
4.537	1	0	57	237.826	0
4.538	1	0	58	762.874	0
4.539	1	0	59	560.318	0
4.54	1	0	60	2138.56	0
4.541	1	0	61	142.914	0
4.542	1	0	62	179.181	0
4.543	1	0	63	522.895	0
4.544	1	0	64	316.262	0
4.545	1	0	65	541.249	0
4.546	1	0	66	132.869	0
4.547	1	0	67	213.852	0
4.548	1	0	68	1360.49	0
4.549	1	0	69	1220.82	0
4.55	1	0	70	136.788	0
4.551	1	0	71	158.911	0
4.552	1	0	72	148.896	0
4.801	1	0	1	263.994	0
4.802	1	0	2	158.09	0
4.803	1	0	3	182.439	0
4.804	1	0	4	164.731	0
4.805	1	0	5	173.176	0
4.806	1	0	6	253.443	0
4.807	1	0	7	5318.96	0
4.808	1	0	8	654.654	0
4.809	1	0	9	413.199	0
4.81	1	0	10	213.502	0
4.811	1	0	11	1751.02	0
4.812	1	0	12	294.231	0
4.813	1	0	13	206.31	0
4.814	1	0	14	188.938	0
4.815	1	0	15	1100.39	0
4.816	1	0	16	266.057	0
4.817	1	0	17	542.591	0
4.818	1	0	18	265.438	0
4.819	1	0	19	160.703	0
4.82	1	0	20	153.437	0
4.821	1	0	21	185.002	0
4.822	1	0	22	230.096	0
4.823	1	0	23	141.605	0
4.824	1	0	24	246.588	0
4.825	1	0	25	220.682	0
4.826	1	0	26	636.19	0
4.827	1	0	27	274.875	0
4.828	1	0	28	5323.61	0
4.829	1	0	29	408.375	0
4.834	1	0	34	149.439	0
4.835	1	0	35	369.699	0
4.836	1	0	36	1232.78	0
4.837	1	0	37	164.409	0
4.838	1	0	38	307.102	0
4.839	1	0	39	239.555	0
4.84	1	0	40	203.783	0
4.841	1	0	41	5325.45	0
4.842	1	0	42	706.013	0
4.843	1	0	43	215.762	0
4.844	1	0	44	252.219	0
4.845	1	0	45	496.229	0
4.846	1	0	46	239.53	0
4.847	1	0	47	265.418	0
4.848	1	0	48	153.943	0
4.849	1	0	49	249.253	0
4.855	1	0	55	223.03	0
4.856	1	0	56	304.894	0
4.857	1	0	57	237.901	0
4.858	1	0	58	763.751	0
4.859	1	0	59	559.044	0
4.86	1	0	60	2139.38	0
4.861	1	0	61	142.719	0
4.862	1	0	62	178.758	0
4.863	1	0	63	521.987	0
4.864	1	0	64	315.269	0
4.865	1	0	65	541.269	0
4.866	1	0	66	132.653	0
4.867	1	0	67	213.511	0
4.868	1	0	68	1368.64	0
4.869	1	0	69	1217.78	0
4.87	1	0	70	136.725	0
4.871	1	0	71	158.696	0
4.872	1	0	72	149.04	0
5.121	1	0	1	264.411	0
5.122	1	0	2	158.411	0
5.123	1	0	3	182.867	0
5.124	1	0	4	164.938	0
5.125	1	0	5	173.481	0
5.126	1	0	6	253.172	0
5.127	1	0	7	5319.32	0
5.128	1	0	8	651.699	0
5.129	1	0	9	414.126	0
5.13	1	0	10	213.062	0
5.131	1	0	11	1741.19	0
5.132	1	0	12	294.962	0
5.133	1	0	13	206.893	0
5.134	1	0	14	189.216	0
5.135	1	0	15	1097.07	0
5.136	1	0	16	266.092	0
5.137	1	0	17	540.851	0
5.138	1	0	18	265.659	0
5.139	1	0	19	160.744	0
5.14	1	0	20	153.288	0
5.141	1	0	21	185.554	0
5.142	1	0	22	230.02	0
5.143	1	0	23	141.713	0
5.144	1	0	24	247.211	0
5.145	1	0	25	221.266	0
5.146	1	0	26	639.351	0
5.147	1	0	27	275.119	0
5.148	1	0	28	5323.62	0
5.149	1	0	29	409.396	0
5.154	1	0	34	149.341	0
5.155	1	0	35	369.124	0
5.156	1	0	36	1227.76	0
5.157	1	0	37	164.2	0
5.158	1	0	38	306.376	0
5.159	1	0	39	238.815	0
5.16	1	0	40	203.495	0
5.161	1	0	41	5325.46	0
5.162	1	0	42	708.211	0
5.163	1	0	43	215.354	0
5.164	1	0	44	251.673	0
5.165	1	0	45	496.1	0
5.166	1	0	46	239.9	0
5.167	1	0	47	265.905	0
5.168	1	0	48	153.613	0
5.169	1	0	49	248.891	0
5.175	1	0	55	222.927	0
5.176	1	0	56	304.678	0
5.177	1	0	57	237.974	0
5.178	1	0	58	764.623	0
5.179	1	0	59	557.772	0
5.18	1	0	60	2140.15	0
5.181	1	0	61	142.525	0
5.182	1	0	62	178.336	0
5.183	1	0	63	521.078	0
5.184	1	0	64	314.281	0
5.185	1	0	65	541.283	0
5.186	1	0	66	132.438	0
5.187	1	0	67	213.17	0
5.188	1	0	68	1376.85	0
5.189	1	0	69	1214.72	0
5.19	1	0	70	136.661	0
5.191	1	0	71	158.481	0
5.192	1	0	72	149.183	0
5.441	1	0	1	264.828	0
5.442	1	0	2	158.733	0
5.443	1	0	3	183.297	0
5.444	1	0	4	165.145	0
5.445	1	0	5	173.787	0
5.446	1	0	6	252.902	0
5.447	1	0	7	5319.65	0
5.448	1	0	8	648.761	0
5.449	1	0	9	415.057	0
5.45	1	0	10	212.623	0
5.451	1	0	11	1731.45	0
5.452	1	0	12	295.695	0
5.453	1	0	13	207.479	0
5.454	1	0	14	189.494	0
5.455	1	0	15	1093.75	0
5.456	1	0	16	266.126	0
5.457	1	0	17	539.118	0
5.458	1	0	18	265.88	0
5.459	1	0	19	160.784	0
5.46	1	0	20	153.139	0
5.461	1	0	21	186.109	0
5.462	1	0	22	229.944	0
5.463	1	0	23	141.821	0
5.464	1	0	24	247.837	0
5.465	1	0	25	221.851	0
5.466	1	0	26	642.535	0
5.467	1	0	27	275.362	0
5.468	1	0	28	5323.62	0
5.469	1	0	29	410.42	0
5.474	1	0	34	149.243	0
5.475	1	0	35	368.55	0
5.476	1	0	36	1222.76	0
5.477	1	0	37	163.992	0
5.478	1	0	38	305.652	0
5.479	1	0	39	238.078	0
5.48	1	0	40	203.207	0
5.481	1	0	41	5325.47	0
5.482	1	0	42	710.416	0
5.483	1	0	43	214.947	0
5.484	1	0	44	251.128	0
5.485	1	0	45	495.965	0
5.486	1	0	46	240.271	0
5.487	1	0	47	266.392	0
5.488	1	0	48	153.285	0
5.489	1	0	49	248.529	0
5.495	1	0	55	222.823	0
5.496	1	0	56	304.462	0
5.497	1	0	57	238.047	0
5.498	1	0	58	765.49	0
5.499	1	0	59	556.502	0
5.5	1	0	60	2140.89	0
5.501	1	0	61	142.331	0
5.502	1	0	62	177.915	0
5.503	1	0	63	520.168	0
5.504	1	0	64	313.296	0
5.505	1	0	65	541.291	0
5.506	1	0	66	132.223	0
5.507	1	0	67	212.83	0
5.508	1	0	68	1385.11	0
5.509	1	0	69	1211.64	0
5.51	1	0	70	136.598	0
5.511	1	0	71	158.266	0
5.512	1	0	72	149.326	0
5.761	1	0	1	265.018	0
5.762	1	0	2	158.99	0
5.763	1	0	3	183.722	0
5.764	1	0	4	165.359	0
5.765	1	0	5	173.958	0
5.766	1	0	6	252.789	0
5.767	1	0	7	5320.47	0
5.768	1	0	8	646.822	0
5.769	1	0	9	415.417	0
5.77	1	0	10	212.253	0
5.771	1	0	11	1725.03	0
5.772	1	0	12	296.504	0
5.773	1	0	13	208.03	0
5.774	1	0	14	189.7	0
5.775	1	0	15	1089.18	0
5.776	1	0	16	266.131	0
5.777	1	0	17	538.591	0
5.778	1	0	18	265.912	0
5.779	1	0	19	160.885	0
5.78	1	0	20	153.087	0
5.781	1	0	21	186.397	0
5.782	1	0	22	229.715	0
5.783	1	0	23	141.872	0
5.784	1	0	24	248.345	0
5.785	1	0	25	222.416	0
5.786	1	0	26	644.435	0
5.787	1	0	27	275.466	0
5.788	1	0	28	5323.84	0
5.789	1	0	29	411.365	0
5.794	1	0	34	149.234	0
5.795	1	0	35	368.557	0
5.796	1	0	36	1221.07	0
5.797	1	0	37	163.738	0
5.798	1	0	38	304.83	0
5.799	1	0	39	237.741	0
5.8	1	0	40	203.061	0
5.801	1	0	41	5325.1	0
5.802	1	0	42	711.24	0
5.803	1	0	43	214.552	0
5.804	1	0	44	250.653	0
5.805	1	0	45	495.096	0
5.806	1	0	46	240.419	0
5.807	1	0	47	266.753	0
5.808	1	0	48	153.157	0
5.809	1	0	49	248.57	0
5.815	1	0	55	222.648	0
5.816	1	0	56	304.018	0
5.817	1	0	57	238.352	0
5.818	1	0	58	765.344	0
5.819	1	0	59	555.527	0
5.82	1	0	60	2143.98	0
5.821	1	0	61	142.256	0
5.822	1	0	62	177.538	0
5.823	1	0	63	518.858	0
5.824	1	0	64	312.963	0
5.825	1	0	65	540.494	0
5.826	1	0	66	132.177	0
5.827	1	0	67	212.891	0
5.828	1	0	68	1386.07	0
5.829	1	0	69	1212.87	0
5.83	1	0	70	136.551	0
5.831	1	0	71	158.265	0
5.832	1	0	72	149.437	0
6.081	1	0	1	264.491	0
6.082	1	0	2	159.047	0
6.083	1	0	3	184.127	0
6.084	1	0	4	165.595	0
6.085	1	0	5	173.735	0
6.086	1	0	6	253.131	0
6.087	1	0	7	5320.15	0
6.088	1	0	8	647.62	0
6.089	1	0	9	414.207	0
6.09	1	0	10	212.065	0
6.091	1	0	11	1727.21	0
6.092	1	0	12	297.51	0
6.093	1	0	13	208.489	0
6.094	1	0	14	189.72	0
6.095	1	0	15	1081.51	0
6.096	1	0	16	266.069	0
6.097	1	0	17	540.98	0
6.098	1	0	18	265.491	0
6.099	1	0	19	161.128	0
6.1	1	0	20	153.258	0
6.101	1	0	21	186.074	0
6.102	1	0	22	229.145	0
6.103	1	0	23	141.795	0
6.104	1	0	24	248.592	0
6.105	1	0	25	222.935	0
6.106	1	0	26	643.573	0
6.107	1	0	27	275.279	0
6.108	1	0	28	5323.84	0
6.109	1	0	29	412.146	0
6.114	1	0	34	149.398	0
6.115	1	0	35	369.65	0
6.116	1	0	36	1225.42	0
6.117	1	0	37	163.402	0
6.118	1	0	38	303.829	0
6.119	1	0	39	238.108	0
6.12	1	0	40	203.16	0
6.121	1	0	41	5325.1	0
6.122	1	0	42	709.711	0
6.123	1	0	43	214.175	0
6.124	1	0	44	250.294	0
6.125	1	0	45	493.044	0
6.126	1	0	46	240.208	0
6.127	1	0	47	266.911	0
6.128	1	0	48	153.343	0
6.129	1	0	49	249.237	0
6.135	1	0	55	222.371	0
6.136	1	0	56	303.254	0
6.137	1	0	57	238.984	0
6.138	1	0	58	763.804	0
6.139	1	0	59	554.949	0
6.14	1	0	60	2150.29	0
6.141	1	0	61	142.338	0
6.142	1	0	62	177.216	0
6.143	1	0	63	517.036	0
6.144	1	0	64	313.457	0
6.145	1	0	65	538.694	0
6.146	1	0	66	132.342	0
6.147	1	0	67	213.446	0
6.148	1	0	68	1378.17	0
6.149	1	0	69	1219.32	0
6.15	1	0	70	136.523	0
6.151	1	0	71	158.512	0
6.152	1	0	72	149.511	0
6.401	1	0	1	263.966	0
6.402	1	0	2	159.103	0
6.403	1	0	3	184.533	0
6.404	1	0	4	165.831	0
6.405	1	0	5	173.513	0
6.406	1	0	6	253.473	0
6.407	1	0	7	5320.01	0
6.408	1	0	8	648.417	0
6.409	1	0	9	413.003	0
6.41	1	0	10	211.878	0
6.411	1	0	11	1729.34	0
6.412	1	0	12	298.52	0
6.413	1	0	13	208.949	0
6.414	1	0	14	189.74	0
6.415	1	0	15	1073.91	0
6.416	1	0	16	266.006	0
6.417	1	0	17	543.384	0
6.418	1	0	18	265.07	0
6.419	1	0	19	161.372	0
6.42	1	0	20	153.428	0
6.421	1	0	21	185.751	0
6.422	1	0	22	228.577	0
6.423	1	0	23	141.718	0
6.424	1	0	24	248.838	0
6.425	1	0	25	223.456	0
6.426	1	0	26	642.71	0
6.427	1	0	27	275.09	0
6.428	1	0	28	5323.85	0
6.429	1	0	29	412.927	0
6.434	1	0	34	149.562	0
6.435	1	0	35	370.749	0
6.436	1	0	36	1229.77	0
6.437	1	0	37	163.068	0
6.438	1	0	38	302.834	0
6.439	1	0	39	238.475	0
6.44	1	0	40	203.258	0
6.441	1	0	41	5325.11	0
6.442	1	0	42	708.181	0
6.443	1	0	43	213.799	0
6.444	1	0	44	249.935	0
6.445	1	0	45	491.005	0
6.446	1	0	46	239.996	0
6.447	1	0	47	267.067	0
6.448	1	0	48	153.529	0
6.449	1	0	49	249.906	0
6.455	1	0	55	222.095	0
6.456	1	0	56	302.493	0
6.457	1	0	57	239.618	0
6.458	1	0	58	762.257	0
6.459	1	0	59	554.368	0
6.46	1	0	60	2156.6	0
6.461	1	0	61	142.421	0
6.462	1	0	62	176.895	0
6.463	1	0	63	515.222	0
6.464	1	0	64	313.952	0
6.465	1	0	65	536.901	0
6.466	1	0	66	132.506	0
6.467	1	0	67	214.003	0
6.468	1	0	68	1370.32	0
6.469	1	0	69	1225.82	0
6.47	1	0	70	136.495	0
6.471	1	0	71	158.76	0
6.472	1	0	72	149.584	0
6.721	1	0	1	263.443	0
6.722	1	0	2	159.159	0
6.723	1	0	3	184.94	0
6.724	1	0	4	166.068	0
6.725	1	0	5	173.291	0
6.726	1	0	6	253.815	0
6.727	1	0	7	5319.99	0
6.728	1	0	8	649.214	0
6.729	1	0	9	411.803	0
6.73	1	0	10	211.69	0
6.731	1	0	11	1731.42	0
6.732	1	0	12	299.536	0
6.733	1	0	13	209.41	0
6.734	1	0	14	189.759	0
6.735	1	0	15	1066.39	0
6.736	1	0	16	265.942	0
6.737	1	0	17	545.804	0
6.738	1	0	18	264.651	0
6.739	1	0	19	161.616	0
6.74	1	0	20	153.599	0
6.741	1	0	21	185.429	0
6.742	1	0	22	228.01	0
6.743	1	0	23	141.641	0
6.744	1	0	24	249.084	0
6.745	1	0	25	223.978	0
6.746	1	0	26	641.845	0
6.747	1	0	27	274.901	0
6.748	1	0	28	5323.85	0
6.749	1	0	29	413.709	0
6.754	1	0	34	149.726	0
6.755	1	0	35	371.852	0
6.756	1	0	36	1234.12	0
6.757	1	0	37	162.734	0
6.758	1	0	38	301.843	0
6.759	1	0	39	238.842	0
6.76	1	0	40	203.355	0
6.761	1	0	41	5325.11	0
6.762	1	0	42	706.651	0
6.763	1	0	43	213.425	0
6.764	1	0	44	249.575	0
6.765	1	0	45	488.978	0
6.766	1	0	46	239.785	0
6.767	1	0	47	267.222	0
6.768	1	0	48	153.716	0
6.769	1	0	49	250.578	0
6.775	1	0	55	221.819	0
6.776	1	0	56	301.734	0
6.777	1	0	57	240.255	0
6.778	1	0	58	760.703	0
6.779	1	0	59	553.786	0
6.78	1	0	60	2162.92	0
6.781	1	0	61	142.503	0
6.782	1	0	62	176.575	0
6.783	1	0	63	513.415	0
6.784	1	0	64	314.448	0
6.785	1	0	65	535.115	0
6.786	1	0	66	132.671	0
6.787	1	0	67	214.561	0
6.788	1	0	68	1362.53	0
6.789	1	0	69	1232.36	0
6.79	1	0	70	136.466	0
6.791	1	0	71	159.008	0
6.792	1	0	72	149.657	0
7.041	1	0	1	262.92	0
7.042	1	0	2	159.215	0
7.043	1	0	3	185.349	0
7.044	1	0	4	166.305	0
7.045	1	0	5	173.069	0
7.046	1	0	6	254.158	0
7.047	1	0	7	5320.05	0
7.048	1	0	8	650.009	0
7.049	1	0	9	410.609	0
7.05	1	0	10	211.502	0
7.051	1	0	11	1733.45	0
7.052	1	0	12	300.557	0
7.053	1	0	13	209.873	0
7.054	1	0	14	189.777	0
7.055	1	0	15	1058.95	0
7.056	1	0	16	265.878	0
7.057	1	0	17	548.239	0
7.058	1	0	18	264.232	0
7.059	1	0	19	161.86	0
7.06	1	0	20	153.769	0
7.061	1	0	21	185.109	0
7.062	1	0	22	227.445	0
7.063	1	0	23	141.564	0
7.064	1	0	24	249.331	0
7.065	1	0	25	224.503	0
7.066	1	0	26	640.978	0
7.067	1	0	27	274.71	0
7.068	1	0	28	5323.85	0
7.069	1	0	29	414.491	0
7.074	1	0	34	149.89	0
7.075	1	0	35	372.96	0
7.076	1	0	36	1238.46	0
7.077	1	0	37	162.401	0
7.078	1	0	38	300.857	0
7.079	1	0	39	239.209	0
7.08	1	0	40	203.451	0
7.081	1	0	41	5325.12	0
7.082	1	0	42	705.12	0
7.083	1	0	43	213.051	0
7.084	1	0	44	249.216	0
7.085	1	0	45	486.964	0
7.086	1	0	46	239.573	0
7.087	1	0	47	267.376	0
7.088	1	0	48	153.903	0
7.089	1	0	49	251.252	0
7.095	1	0	55	221.543	0
7.096	1	0	56	300.977	0
7.097	1	0	57	240.895	0
7.098	1	0	58	759.142	0
7.099	1	0	59	553.203	0
7.1	1	0	60	2169.23	0
7.101	1	0	61	142.585	0
7.102	1	0	62	176.256	0
7.103	1	0	63	511.615	0
7.104	1	0	64	314.945	0
7.105	1	0	65	533.336	0
7.106	1	0	66	132.836	0
7.107	1	0	67	215.121	0
7.108	1	0	68	1354.8	0
7.109	1	0	69	1238.94	0
7.11	1	0	70	136.438	0
7.111	1	0	71	159.256	0
7.112	1	0	72	149.731	0
7.361	1	0	1	262.399	0
7.362	1	0	2	159.27	0
7.363	1	0	3	185.758	0
7.364	1	0	4	166.542	0
7.365	1	0	5	172.848	0
7.366	1	0	6	254.502	0
7.367	1	0	7	5320.16	0
7.368	1	0	8	650.804	0
7.369	1	0	9	409.42	0
7.37	1	0	10	211.315	0
7.371	1	0	11	1735.44	0
7.372	1	0	12	301.583	0
7.373	1	0	13	210.337	0
7.374	1	0	14	189.795	0
7.375	1	0	15	1051.58	0
7.376	1	0	16	265.814	0
7.377	1	0	17	550.691	0
7.378	1	0	18	263.814	0
7.379	1	0	19	162.105	0
7.38	1	0	20	153.939	0
7.381	1	0	21	184.788	0
7.382	1	0	22	226.881	0
7.383	1	0	23	141.487	0
7.384	1	0	24	249.577	0
7.385	1	0	25	225.029	0
7.386	1	0	26	640.11	0
7.387	1	0	27	274.517	0
7.388	1	0	28	5323.86	0
7.389	1	0	29	415.274	0
7.394	1	0	34	150.055	0
7.395	1	0	35	374.073	0
7.396	1	0	36	1242.8	0
7.397	1	0	37	162.069	0
7.398	1	0	38	299.877	0
7.399	1	0	39	239.576	0
7.4	1	0	40	203.547	0
7.401	1	0	41	5325.12	0
7.402	1	0	42	703.588	0
7.403	1	0	43	212.678	0
7.404	1	0	44	248.856	0
7.405	1	0	45	484.963	0
7.406	1	0	46	239.36	0
7.407	1	0	47	267.53	0
7.408	1	0	48	154.09	0
7.409	1	0	49	251.929	0
7.415	1	0	55	221.268	0
7.416	1	0	56	300.222	0
7.417	1	0	57	241.537	0
7.418	1	0	58	757.576	0
7.419	1	0	59	552.617	0
7.42	1	0	60	2175.55	0
7.421	1	0	61	142.667	0
7.422	1	0	62	175.938	0
7.423	1	0	63	509.822	0
7.424	1	0	64	315.443	0
7.425	1	0	65	531.565	0
7.426	1	0	66	133.001	0
7.427	1	0	67	215.683	0
7.428	1	0	68	1347.13	0
7.429	1	0	69	1245.56	0
7.43	1	0	70	136.41	0
7.431	1	0	71	159.505	0
7.432	1	0	72	149.804	0
7.681	1	0	1	261.876	0
7.682	1	0	2	159.217	0
7.683	1	0	3	186.113	0
7.684	1	0	4	166.61	0
7.685	1	0	5	172.858	0
7.686	1	0	6	255.024	0
7.687	1	0	7	5328.8	0
7.688	1	0	8	651.567	0
7.689	1	0	9	408.902	0
7.69	1	0	10	211.064	0
7.691	1	0	11	1732.87	0
7.692	1	0	12	302.502	0
7.693	1	0	13	210.763	0
7.694	1	0	14	189.805	0
7.695	1	0	15	1047.99	0
7.696	1	0	16	265.886	0
7.697	1	0	17	553.065	0
7.698	1	0	18	263.622	0
7.699	1	0	19	162.3	0
7.7	1	0	20	154.058	0
7.701	1	0	21	184.539	0
7.702	1	0	22	226.771	0
7.703	1	0	23	141.527	0
7.704	1	0	24	249.607	0
7.705	1	0	25	225.182	0
7.706	1	0	26	638.868	0
7.707	1	0	27	274.69	0
7.708	1	0	28	5325.26	0
7.709	1	0	29	415.45	0
7.714	1	0	34	150.294	0
7.715	1	0	35	374.747	0
7.716	1	0	36	1248.37	0
7.717	1	0	37	161.783	0
7.718	1	0	38	299.723	0
7.719	1	0	39	240.119	0
7.72	1	0	40	203.706	0
7.721	1	0	41	5325.29	0
7.722	1	0	42	703.036	0
7.723	1	0	43	212.473	0
7.724	1	0	44	248.434	0
7.725	1	0	45	483.514	0
7.726	1	0	46	239.066	0
7.727	1	0	47	267.833	0
7.728	1	0	48	154.195	0
7.729	1	0	49	252.384	0
7.735	1	0	55	221.04	0
7.736	1	0	56	299.814	0
7.737	1	0	57	241.966	0
7.738	1	0	58	757.511	0
7.739	1	0	59	553.534	0
7.74	1	0	60	2174.95	0
7.741	1	0	61	142.721	0
7.742	1	0	62	175.775	0
7.743	1	0	63	508.404	0
7.744	1	0	64	315.884	0
7.745	1	0	65	530.856	0
7.746	1	0	66	133.168	0
7.747	1	0	67	216.053	0
7.748	1	0	68	1339.09	0
7.749	1	0	69	1244.67	0
7.75	1	0	70	136.368	0
7.751	1	0	71	159.677	0
7.752	1	0	72	149.685	0
