timestamp,ueImsiComplete,DRB.PdcpSduDelayDl(cellAverageLatency),m_pDCPBytesUL(0),m_pDCPBytesDL(cellDlTxVolume),DRB.PdcpSduVolumeDl_Filter.UEID(txBytes),Tot.PdcpSduNbrDl.UEID(txDlPackets),DRB.PdcpSduBitRateDl.UEID(pdcpThroughput),DRB.PdcpSduDelayDl.UEID(pdcpLatency),txPdcpPduLteRlc,txPdcpPduBytesLteRlc,QosFlow.PdcpPduVolumeDL_Filter.UEID(txPdcpPduBytesNrRlc),DRB.PdcpPduNbrDl.Qos.UEID (txPdcpPduNrRlc)
1761058001385,00011,,,,,,,,,,,,,
1761058001385,00043,,,,,,,,,,,,,
1761058001385,00055,,,,,,,,,,,,,
1761058001385,00057,,,,,,,,,,,,,
1761058001385,00058,,,,,,,,,,,,,
1761058001385,00012,,,,,,,,,,,,,
1761058001385,00061,,,,,,,,,,,,,
1761058001485,00011,,,,,,,,,,,,,
1761058001485,00043,,,,,,,,,,,,,
1761058001485,00055,,,,,,,,,,,,,
1761058001485,00057,,,,,,,,,,,,,
1761058001485,00058,,,,,,,,,,,,,
1761058001485,00012,,,,,,,,,,,,,
1761058001485,00061,,,,,,,,,,,,,
1761058001585,00011,,,,,,,,,,,,,
1761058001585,00043,,,,,,,,,,,,,
1761058001585,00055,,,,,,,,,,,,,
1761058001585,00057,,,,,,,,,,,,,
1761058001585,00058,,,,,,,,,,,,,
1761058001585,00012,,,,,,,,,,,,,
1761058001585,00061,,,,,,,,,,,,,
1761058001585,00038,,,,,,,,,,,,,
1761058001685,00011,,,,,,,,,,,,,
1761058001685,00043,,,,,,,,,,,,,
1761058001685,00055,,,,,,,,,,,,,
1761058001685,00057,,,,,,,,,,,,,
1761058001685,00058,,,,,,,,,,,,,
1761058001685,00012,,,,,,,,,,,,,
1761058001685,00061,,,,,,,,,,,,,
1761058001685,00038,,,,,,,,,,,,,
1761058001785,00011,,,,,,,,,,,,,
1761058001785,00043,,,,,,,,,,,,,
1761058001785,00055,,,,,,,,,,,,,
1761058001785,00057,,,,,,,,,,,,,
1761058001785,00058,,,,,,,,,,,,,
1761058001785,00012,,,,,,,,,,,,,
1761058001785,00061,,,,,,,,,,,,,
1761058001785,00038,,,,,,,,,,,,,
1761058001885,00011,,,,,,,,,,,,,
1761058001885,00043,,,,,,,,,,,,,
1761058001885,00055,,,,,,,,,,,,,
1761058001885,00057,,,,,,,,,,,,,
1761058001885,00058,,,,,,,,,,,,,
1761058001885,00012,,,,,,,,,,,,,
1761058001885,00061,,,,,,,,,,,,,
1761058001985,00011,,,,,,,,,,,,,
1761058001985,00043,,,,,,,,,,,,,
1761058001985,00055,,,,,,,,,,,,,
1761058001985,00057,,,,,,,,,,,,,
1761058001985,00058,,,,,,,,,,,,,
1761058001985,00012,,,,,,,,,,,,,
1761058001985,00061,,,,,,,,,,,,,
1761058002085,00011,,,,,,,,,,,,,
1761058002085,00043,,,,,,,,,,,,,
1761058002085,00055,,,,,,,,,,,,,
1761058002085,00057,,,,,,,,,,,,,
1761058002085,00058,,,,,,,,,,,,,
1761058002085,00012,,,,,,,,,,,,,
1761058002085,00061,,,,,,,,,,,,,
1761058002185,00011,,,,,,,,,,,,,
1761058002185,00043,,,,,,,,,,,,,
1761058002185,00055,,,,,,,,,,,,,
1761058002185,00057,,,,,,,,,,,,,
1761058002185,00058,,,,,,,,,,,,,
1761058002185,00012,,,,,,,,,,,,,
1761058002185,00061,,,,,,,,,,,,,
1761058002285,00011,,,,,,,,,,,,,
1761058002285,00043,,,,,,,,,,,,,
1761058002285,00055,,,,,,,,,,,,,
1761058002285,00057,,,,,,,,,,,,,
1761058002285,00058,,,,,,,,,,,,,
1761058002285,00012,,,,,,,,,,,,,
1761058002285,00061,,,,,,,,,,,,,
1761058002385,00011,,,,,,,,,,,,,
1761058002385,00043,,,,,,,,,,,,,
1761058002385,00055,,,,,,,,,,,,,
1761058002385,00057,,,,,,,,,,,,,
1761058002385,00058,,,,,,,,,,,,,
1761058002385,00012,,,,,,,,,,,,,
1761058002385,00061,,,,,,,,,,,,,
1761058002485,00011,,,,,,,,,,,,,
1761058002485,00043,,,,,,,,,,,,,
1761058002485,00055,,,,,,,,,,,,,
1761058002485,00057,,,,,,,,,,,,,
1761058002485,00058,,,,,,,,,,,,,
