timestamp,ueImsiComplete,DRB.PdcpSduDelayDl(cellAverageLatency),m_pDCPBytesUL(0),m_pDCPBytesDL(cellDlTxVolume),DRB.PdcpSduVolumeDl_Filter.UEID(txBytes),Tot.PdcpSduNbrDl.UEID(txDlPackets),DRB.PdcpSduBitRateDl.UEID(pdcpThroughput),DRB.PdcpSduDelayDl.UEID(pdcpLatency),txPdcpPduLteRlc,txPdcpPduBytesLteRlc,QosFlow.PdcpPduVolumeDL_Filter.UEID(txPdcpPduBytesNrRlc),DRB.PdcpPduNbrDl.Qos.UEID (txPdcpPduNrRlc)
1761058001385,00006,,,,,,,,,,,,,
1761058001385,00013,,,,,,,,,,,,,
1761058001385,00026,,,,,,,,,,,,,
1761058001385,00028,,,,,,,,,,,,,
1761058001385,00036,,,,,,,,,,,,,
1761058001385,00042,,,,,,,,,,,,,
1761058001385,00044,,,,,,,,,,,,,
1761058001385,00045,,,,,,,,,,,,,
1761058001385,00048,,,,,,,,,,,,,
1761058001385,00049,,,,,,,,,,,,,
1761058001385,00050,,,,,,,,,,,,,
1761058001385,00051,,,,,,,,,,,,,
1761058001385,00052,,,,,,,,,,,,,
1761058001385,00053,,,,,,,,,,,,,
1761058001385,00056,,,,,,,,,,,,,
1761058001485,00006,,,,,,,,,,,,,
1761058001485,00013,,,,,,,,,,,,,
1761058001485,00026,,,,,,,,,,,,,
1761058001485,00028,,,,,,,,,,,,,
1761058001485,00036,,,,,,,,,,,,,
1761058001485,00042,,,,,,,,,,,,,
1761058001485,00044,,,,,,,,,,,,,
1761058001485,00045,,,,,,,,,,,,,
1761058001485,00048,,,,,,,,,,,,,
1761058001485,00049,,,,,,,,,,,,,
1761058001485,00050,,,,,,,,,,,,,
1761058001485,00051,,,,,,,,,,,,,
1761058001485,00052,,,,,,,,,,,,,
1761058001485,00053,,,,,,,,,,,,,
1761058001485,00056,,,,,,,,,,,,,
1761058001585,00006,,,,,,,,,,,,,
1761058001585,00013,,,,,,,,,,,,,
1761058001585,00026,,,,,,,,,,,,,
1761058001585,00028,,,,,,,,,,,,,
1761058001585,00036,,,,,,,,,,,,,
1761058001585,00042,,,,,,,,,,,,,
1761058001585,00044,,,,,,,,,,,,,
1761058001585,00045,,,,,,,,,,,,,
1761058001585,00048,,,,,,,,,,,,,
1761058001585,00049,,,,,,,,,,,,,
1761058001585,00050,,,,,,,,,,,,,
1761058001585,00051,,,,,,,,,,,,,
1761058001585,00053,,,,,,,,,,,,,
1761058001585,00056,,,,,,,,,,,,,
1761058001585,00035,,,,,,,,,,,,,
1761058001685,00006,,,,,,,,,,,,,
1761058001685,00013,,,,,,,,,,,,,
1761058001685,00026,,,,,,,,,,,,,
1761058001685,00028,,,,,,,,,,,,,
1761058001685,00036,,,,,,,,,,,,,
1761058001685,00042,,,,,,,,,,,,,
1761058001685,00044,,,,,,,,,,,,,
1761058001685,00045,,,,,,,,,,,,,
1761058001685,00048,,,,,,,,,,,,,
1761058001685,00049,,,,,,,,,,,,,
1761058001685,00050,,,,,,,,,,,,,
1761058001685,00051,,,,,,,,,,,,,
1761058001685,00053,,,,,,,,,,,,,
1761058001685,00056,,,,,,,,,,,,,
1761058001685,00035,,,,,,,,,,,,,
1761058001685,00039,,,,,,,,,,,,,
1761058001685,00040,,,,,,,,,,,,,
1761058001785,00006,,,,,,,,,,,,,
1761058001785,00013,,,,,,,,,,,,,
1761058001785,00026,,,,,,,,,,,,,
1761058001785,00028,,,,,,,,,,,,,
1761058001785,00036,,,,,,,,,,,,,
1761058001785,00042,,,,,,,,,,,,,
1761058001785,00044,,,,,,,,,,,,,
1761058001785,00045,,,,,,,,,,,,,
1761058001785,00048,,,,,,,,,,,,,
1761058001785,00049,,,,,,,,,,,,,
1761058001785,00050,,,,,,,,,,,,,
1761058001785,00051,,,,,,,,,,,,,
1761058001785,00053,,,,,,,,,,,,,
1761058001785,00056,,,,,,,,,,,,,
1761058001785,00035,,,,,,,,,,,,,
1761058001785,00039,,,,,,,,,,,,,
1761058001785,00040,,,,,,,,,,,,,
1761058001785,00046,,,,,,,,,,,,,
1761058001785,00029,,,,,,,,,,,,,
1761058001885,00006,,,,,,,,,,,,,
1761058001885,00013,,,,,,,,,,,,,
1761058001885,00026,,,,,,,,,,,,,
1761058001885,00028,,,,,,,,,,,,,
1761058001885,00036,,,,,,,,,,,,,
1761058001885,00042,,,,,,,,,,,,,
1761058001885,00044,,,,,,,,,,,,,
1761058001885,00045,,,,,,,,,,,,,
1761058001885,00048,,,,,,,,,,,,,
1761058001885,00049,,,,,,,,,,,,,
1761058001885,00050,,,,,,,,,,,,,
1761058001885,00051,,,,,,,,,,,,,
1761058001885,00056,,,,,,,,,,,,,
1761058001885,00039,,,,,,,,,,,,,
1761058001885,00040,,,,,,,,,,,,,
1761058001885,00046,,,,,,,,,,,,,
1761058001885,00029,,,,,,,,,,,,,
1761058001885,00020,,,,,,,,,,,,,
1761058001885,00004,,,,,,,,,,,,,
1761058001985,00006,,,,,,,,,,,,,
