timestamp,ueImsiComplete,numActiveUes,RRC.ConnMean,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),eNB id,sameCellSinr,sameCellSinr 3gpp encoded
1761058001485,00041,63,63,1,0,1,24.124742,95.000000
1761058001485,00017,63,63,1,0,1,26.211877,99.000000
1761058001485,00056,63,63,1,0,1,25.649014,98.000000
1761058001485,00035,63,63,1,0,1,26.986438,101.000000
1761058001485,00021,63,63,1,0,1,25.937061,99.000000
1761058001485,00040,63,63,1,0,1,31.113011,109.000000
1761058001485,00039,63,63,1,0,1,29.665609,106.000000
1761058001485,00028,63,63,1,0,1,35.459359,118.000000
1761058001485,00062,63,63,1,0,1,23.795924,94.000000
1761058001485,00011,63,63,1,0,1,24.772251,96.000000
1761058001485,00032,63,63,1,0,1,29.546684,106.000000
1761058001485,00029,63,63,1,0,1,27.235878,101.000000
1761058001485,00023,63,63,1,0,1,29.361569,106.000000
1761058001485,00034,63,63,1,0,1,23.481864,94.000000
1761058001485,00003,63,63,1,0,1,25.566669,98.000000
1761058001485,00045,63,63,1,0,1,33.779164,114.000000
1761058001485,00004,63,63,1,0,1,33.036080,113.000000
1761058001485,00022,63,63,1,0,1,23.489404,94.000000
1761058001485,00061,63,63,1,0,1,24.209293,95.000000
1761058001485,00012,63,63,1,0,1,23.982673,95.000000
1761058001585,00031,63,63,1,0,1,26.269706,99.000000
1761058001585,00059,63,63,1,0,1,24.164783,95.000000
1761058001585,00005,63,63,1,0,1,24.785079,96.000000
1761058001585,00024,63,63,1,0,1,24.316217,95.000000
1761058001585,00033,63,63,1,0,1,24.549008,96.000000
1761058001585,00030,63,63,1,0,1,26.168012,99.000000
1761058001585,00013,63,63,1,0,1,67.404633,127.000000
1761058001585,00007,63,63,1,0,1,30.288208,107.000000
1761058001585,00037,63,63,1,0,1,28.235275,103.000000
1761058001585,00038,63,63,1,0,1,25.488429,98.000000
1761058001585,00048,63,63,1,0,1,34.936027,117.000000
1761058001585,00025,63,63,1,0,1,26.888334,101.000000
1761058001585,00027,63,63,1,0,1,25.221303,97.000000
1761058001585,00001,63,63,1,0,1,24.941065,97.000000
1761058001585,00036,63,63,1,0,1,32.858993,113.000000
1761058001585,00058,63,63,1,0,1,26.536442,100.000000
1761058001585,00049,63,63,1,0,1,29.489280,106.000000
1761058001585,00051,63,63,1,0,1,26.404359,100.000000
1761058001585,00016,63,63,1,0,1,24.184878,95.000000
1761058001585,00015,63,63,1,0,1,23.988327,95.000000
1761058001585,00019,63,63,1,0,1,24.755461,96.000000
1761058001585,00026,63,63,1,0,1,25.901793,99.000000
1761058001585,00043,63,63,1,0,1,23.731184,94.000000
1761058001585,00020,63,63,1,0,1,26.031814,99.000000
1761058001585,00009,63,63,1,0,1,25.480912,98.000000
1761058001585,00010,63,63,1,0,1,30.161182,107.000000
1761058001585,00063,63,63,1,0,1,26.579767,100.000000
1761058001585,00042,63,63,1,0,1,48.094329,127.000000
1761058001585,00044,63,63,1,0,1,28.319976,103.000000
1761058001585,00055,63,63,1,0,1,23.956867,95.000000
1761058001585,00014,63,63,1,0,1,27.894333,103.000000
1761058001585,00050,63,63,1,0,1,33.287777,113.000000
1761058001585,00057,63,63,1,0,1,24.411366,96.000000
1761058001585,00053,63,63,1,0,1,27.056200,101.000000
1761058001585,00054,63,63,1,0,1,25.927491,99.000000
1761058001585,00047,63,63,1,0,1,25.379087,98.000000
1761058001585,00006,63,63,1,0,1,45.294773,127.000000
1761058001585,00052,63,63,1,0,1,30.686427,108.000000
1761058001585,00018,63,63,1,0,1,25.476388,98.000000
1761058001585,00060,63,63,1,0,1,26.140387,99.000000
1761058001585,00002,63,63,1,0,1,29.138347,105.000000
1761058001585,00008,63,63,1,0,1,25.963951,99.000000
1761058001585,00046,63,63,1,0,1,26.426256,100.000000
1761058001585,00041,63,63,1,0,1,24.125197,95.000000
1761058001585,00017,63,63,1,0,1,26.208815,99.000000
1761058001585,00056,63,63,1,0,1,25.650383,98.000000
1761058001585,00035,63,63,1,0,1,26.986200,101.000000
1761058001585,00021,63,63,1,0,1,25.935202,99.000000
1761058001585,00040,63,63,1,0,1,31.112520,109.000000
1761058001585,00039,63,63,1,0,1,29.661078,106.000000
1761058001585,00028,63,63,1,0,1,35.465641,118.000000
1761058001585,00062,63,63,1,0,1,23.793993,94.000000
1761058001585,00011,63,63,1,0,1,24.768804,96.000000
1761058001585,00032,63,63,1,0,1,29.541174,106.000000
1761058001585,00029,63,63,1,0,1,27.240253,101.000000
1761058001585,00023,63,63,1,0,1,29.367783,106.000000
1761058001585,00034,63,63,1,0,1,23.482418,94.000000
1761058001585,00003,63,63,1,0,1,25.566755,98.000000
1761058001585,00045,63,63,1,0,1,33.770515,114.000000
1761058001585,00004,63,63,1,0,1,33.040268,113.000000
1761058001585,00022,63,63,1,0,1,23.491031,94.000000
1761058001585,00061,63,63,1,0,1,24.209227,95.000000
1761058001585,00012,63,63,1,0,1,23.980429,95.000000
1761058001685,00031,63,63,1,0,1,26.272293,99.000000
1761058001685,00059,63,63,1,0,1,24.162780,95.000000
1761058001685,00005,63,63,1,0,1,24.787725,96.000000
1761058001685,00024,63,63,1,0,1,24.314257,95.000000
1761058001685,00033,63,63,1,0,1,24.548543,96.000000
1761058001685,00030,63,63,1,0,1,26.167855,99.000000
1761058001685,00013,63,63,1,0,1,67.739284,127.000000
1761058001685,00007,63,63,1,0,1,30.293292,107.000000
1761058001685,00037,63,63,1,0,1,28.238404,103.000000
1761058001685,00038,63,63,1,0,1,25.490077,98.000000
1761058001685,00048,63,63,1,0,1,34.929483,117.000000
1761058001685,00025,63,63,1,0,1,26.889077,101.000000
1761058001685,00027,63,63,1,0,1,25.222470,97.000000
1761058001685,00001,63,63,1,0,1,24.942431,97.000000
1761058001685,00036,63,63,1,0,1,32.850667,113.000000
1761058001685,00058,63,63,1,0,1,26.534477,100.000000
1761058001685,00049,63,63,1,0,1,29.491701,106.000000
1761058001685,00051,63,63,1,0,1,26.406135,100.000000
1761058001685,00016,63,63,1,0,1,24.184088,95.000000
1761058001685,00015,63,63,1,0,1,23.988336,95.000000
1761058001685,00019,63,63,1,0,1,24.757983,96.000000
1761058001685,00026,63,63,1,0,1,25.899148,99.000000
1761058001685,00043,63,63,1,0,1,23.730843,94.000000
1761058001685,00020,63,63,1,0,1,26.032839,99.000000
1761058001685,00009,63,63,1,0,1,25.484402,98.000000
1761058001685,00010,63,63,1,0,1,30.165332,107.000000
1761058001685,00063,63,63,1,0,1,26.580825,100.000000
1761058001685,00042,63,63,1,0,1,48.056660,127.000000
1761058001685,00044,63,63,1,0,1,28.319809,103.000000
1761058001685,00055,63,63,1,0,1,23.959310,95.000000
1761058001685,00014,63,63,1,0,1,27.898487,103.000000
1761058001685,00050,63,63,1,0,1,33.289866,113.000000
1761058001685,00057,63,63,1,0,1,24.408510,96.000000
1761058001685,00053,63,63,1,0,1,27.056642,101.000000
1761058001685,00054,63,63,1,0,1,25.929426,99.000000
1761058001685,00047,63,63,1,0,1,25.377055,98.000000
1761058001685,00006,63,63,1,0,1,45.283707,127.000000
1761058001685,00052,63,63,1,0,1,30.682161,108.000000
1761058001685,00018,63,63,1,0,1,25.476829,98.000000
1761058001685,00060,63,63,1,0,1,26.143507,99.000000
1761058001685,00002,63,63,1,0,1,29.137845,105.000000
1761058001685,00008,63,63,1,0,1,25.965262,99.000000
1761058001685,00046,63,63,1,0,1,26.422712,100.000000
1761058001685,00041,63,63,1,0,1,24.125651,95.000000
1761058001685,00017,63,63,1,0,1,26.205753,99.000000
1761058001685,00056,63,63,1,0,1,25.651752,98.000000
1761058001685,00035,63,63,1,0,1,26.985962,101.000000
1761058001685,00021,63,63,1,0,1,25.933344,99.000000
1761058001685,00040,63,63,1,0,1,31.112026,109.000000
1761058001685,00039,63,63,1,0,1,29.656548,106.000000
1761058001685,00028,63,63,1,0,1,35.471911,118.000000
1761058001685,00062,63,63,1,0,1,23.792061,94.000000
1761058001685,00011,63,63,1,0,1,24.765359,96.000000
1761058001685,00032,63,63,1,0,1,29.535667,106.000000
1761058001685,00029,63,63,1,0,1,27.244631,101.000000
1761058001685,00023,63,63,1,0,1,29.374001,106.000000
1761058001685,00034,63,63,1,0,1,23.482971,94.000000
1761058001685,00003,63,63,1,0,1,25.566839,98.000000
1761058001685,00045,63,63,1,0,1,33.761874,114.000000
1761058001685,00004,63,63,1,0,1,33.044449,113.000000
1761058001685,00022,63,63,1,0,1,23.492658,94.000000
1761058001685,00061,63,63,1,0,1,24.209159,95.000000
1761058001685,00012,63,63,1,0,1,23.978185,95.000000
1761058001785,00031,63,63,1,0,1,26.274879,99.000000
1761058001785,00059,63,63,1,0,1,24.160777,95.000000
1761058001785,00005,63,63,1,0,1,24.790371,96.000000
1761058001785,00024,63,63,1,0,1,24.312298,95.000000
1761058001785,00033,63,63,1,0,1,24.548076,96.000000
1761058001785,00030,63,63,1,0,1,26.167697,99.000000
1761058001785,00013,63,63,1,0,1,68.082975,127.000000
1761058001785,00007,63,63,1,0,1,30.298379,107.000000
1761058001785,00037,63,63,1,0,1,28.241534,103.000000
1761058001785,00038,63,63,1,0,1,25.491725,98.000000
1761058001785,00048,63,63,1,0,1,34.922942,117.000000
1761058001785,00025,63,63,1,0,1,26.889817,101.000000
1761058001785,00027,63,63,1,0,1,25.223636,97.000000
1761058001785,00001,63,63,1,0,1,24.943796,97.000000
1761058001785,00036,63,63,1,0,1,32.842349,113.000000
1761058001785,00058,63,63,1,0,1,26.532511,100.000000
1761058001785,00049,63,63,1,0,1,29.494123,106.000000
1761058001785,00051,63,63,1,0,1,26.407910,100.000000
1761058001785,00016,63,63,1,0,1,24.183297,95.000000
1761058001785,00015,63,63,1,0,1,23.988344,95.000000
1761058001785,00019,63,63,1,0,1,24.760504,96.000000
1761058001785,00026,63,63,1,0,1,25.896503,99.000000
1761058001785,00043,63,63,1,0,1,23.730502,94.000000
1761058001785,00020,63,63,1,0,1,26.033863,99.000000
1761058001785,00009,63,63,1,0,1,25.487893,98.000000
1761058001785,00010,63,63,1,0,1,30.169482,107.000000
1761058001785,00063,63,63,1,0,1,26.581883,100.000000
1761058001785,00042,63,63,1,0,1,48.018951,127.000000
1761058001785,00044,63,63,1,0,1,28.319641,103.000000
1761058001785,00055,63,63,1,0,1,23.961753,95.000000
1761058001785,00014,63,63,1,0,1,27.902644,103.000000
1761058001785,00050,63,63,1,0,1,33.291951,113.000000
1761058001785,00057,63,63,1,0,1,24.405654,96.000000
1761058001785,00053,63,63,1,0,1,27.057081,101.000000
1761058001785,00054,63,63,1,0,1,25.931361,99.000000
1761058001785,00047,63,63,1,0,1,25.375023,98.000000
1761058001785,00006,63,63,1,0,1,45.272603,127.000000
1761058001785,00052,63,63,1,0,1,30.677895,108.000000
1761058001785,00018,63,63,1,0,1,25.477269,98.000000
1761058001785,00060,63,63,1,0,1,26.146629,99.000000
1761058001785,00002,63,63,1,0,1,29.137342,105.000000
1761058001785,00008,63,63,1,0,1,25.966571,99.000000
1761058001785,00046,63,63,1,0,1,26.419169,100.000000
1761058001785,00041,63,63,1,0,1,24.126103,95.000000
1761058001785,00017,63,63,1,0,1,26.202690,99.000000
1761058001785,00056,63,63,1,0,1,25.653120,98.000000
1761058001785,00035,63,63,1,0,1,26.985723,101.000000
1761058001785,00021,63,63,1,0,1,25.931485,99.000000
1761058001785,00040,63,63,1,0,1,31.111530,109.000000
1761058001785,00039,63,63,1,0,1,29.652017,106.000000
1761058001785,00028,63,63,1,0,1,35.478169,118.000000
1761058001785,00062,63,63,1,0,1,23.790131,94.000000
1761058001785,00011,63,63,1,0,1,24.761914,96.000000
1761058001785,00032,63,63,1,0,1,29.530161,106.000000
1761058001785,00029,63,63,1,0,1,27.249011,101.000000
1761058001785,00023,63,63,1,0,1,29.380224,106.000000
1761058001785,00034,63,63,1,0,1,23.483523,94.000000
1761058001785,00003,63,63,1,0,1,25.566921,98.000000
1761058001785,00045,63,63,1,0,1,33.753242,114.000000
1761058001785,00004,63,63,1,0,1,33.048622,113.000000
1761058001785,00022,63,63,1,0,1,23.494285,94.000000
1761058001785,00061,63,63,1,0,1,24.209090,95.000000
1761058001785,00012,63,63,1,0,1,23.975941,95.000000
1761058001885,00031,63,63,1,0,1,26.277465,99.000000
1761058001885,00059,63,63,1,0,1,24.158775,95.000000
1761058001885,00005,63,63,1,0,1,24.793017,96.000000
1761058001885,00024,63,63,1,0,1,24.310338,95.000000
1761058001885,00033,63,63,1,0,1,24.547609,96.000000
1761058001885,00030,63,63,1,0,1,26.167537,99.000000
1761058001885,00013,63,63,1,0,1,68.435699,127.000000
1761058001885,00007,63,63,1,0,1,30.303468,107.000000
1761058001885,00037,63,63,1,0,1,28.244665,103.000000
1761058001885,00038,63,63,1,0,1,25.493374,98.000000
1761058001885,00048,63,63,1,0,1,34.916403,117.000000
1761058001885,00025,63,63,1,0,1,26.890554,101.000000
1761058001885,00027,63,63,1,0,1,25.224801,97.000000
1761058001885,00001,63,63,1,0,1,24.945159,97.000000
1761058001885,00036,63,63,1,0,1,32.834036,113.000000
1761058001885,00058,63,63,1,0,1,26.530546,100.000000
1761058001885,00049,63,63,1,0,1,29.496544,106.000000
1761058001885,00051,63,63,1,0,1,26.409686,100.000000
1761058001885,00016,63,63,1,0,1,24.182504,95.000000
1761058001885,00015,63,63,1,0,1,23.988352,95.000000
1761058001885,00019,63,63,1,0,1,24.763025,96.000000
1761058001885,00026,63,63,1,0,1,25.893857,99.000000
1761058001885,00043,63,63,1,0,1,23.730161,94.000000
1761058001885,00020,63,63,1,0,1,26.034884,99.000000
1761058001885,00009,63,63,1,0,1,25.491385,98.000000
1761058001885,00010,63,63,1,0,1,30.173630,107.000000
1761058001885,00063,63,63,1,0,1,26.582940,100.000000
1761058001885,00042,63,63,1,0,1,47.981206,127.000000
1761058001885,00044,63,63,1,0,1,28.319472,103.000000
1761058001885,00055,63,63,1,0,1,23.964197,95.000000
1761058001885,00014,63,63,1,0,1,27.906802,103.000000
1761058001885,00050,63,63,1,0,1,33.294031,113.000000
1761058001885,00057,63,63,1,0,1,24.402799,96.000000
1761058001885,00053,63,63,1,0,1,27.057519,101.000000
1761058001885,00054,63,63,1,0,1,25.933295,99.000000
1761058001885,00047,63,63,1,0,1,25.372991,98.000000
1761058001885,00006,63,63,1,0,1,45.261462,127.000000
1761058001885,00052,63,63,1,0,1,30.673629,108.000000
1761058001885,00018,63,63,1,0,1,25.477708,98.000000
1761058001885,00060,63,63,1,0,1,26.149752,99.000000
1761058001885,00002,63,63,1,0,1,29.136838,105.000000
1761058001885,00008,63,63,1,0,1,25.967879,99.000000
1761058001885,00046,63,63,1,0,1,26.415627,100.000000
1761058001885,00041,63,63,1,0,1,24.126555,95.000000
1761058001885,00017,63,63,1,0,1,26.199628,99.000000
1761058001885,00056,63,63,1,0,1,25.654488,98.000000
1761058001885,00035,63,63,1,0,1,26.985483,101.000000
1761058001885,00021,63,63,1,0,1,25.929627,99.000000
1761058001885,00040,63,63,1,0,1,31.111032,109.000000
1761058001885,00039,63,63,1,0,1,29.647486,106.000000
1761058001885,00028,63,63,1,0,1,35.484415,118.000000
1761058001885,00062,63,63,1,0,1,23.788201,94.000000
1761058001885,00011,63,63,1,0,1,24.758471,96.000000
1761058001885,00032,63,63,1,0,1,29.524657,106.000000
1761058001885,00029,63,63,1,0,1,27.253392,101.000000
1761058001885,00023,63,63,1,0,1,29.386451,106.000000
1761058001885,00034,63,63,1,0,1,23.484074,94.000000
1761058001885,00003,63,63,1,0,1,25.567000,98.000000
1761058001885,00045,63,63,1,0,1,33.744618,114.000000
1761058001885,00004,63,63,1,0,1,33.052789,113.000000
1761058001885,00022,63,63,1,0,1,23.495913,94.000000
1761058001885,00061,63,63,1,0,1,24.209021,95.000000
1761058001885,00012,63,63,1,0,1,23.973697,95.000000
1761058001985,00031,63,63,1,0,1,26.280051,99.000000
1761058001985,00059,63,63,1,0,1,24.156773,95.000000
1761058001985,00005,63,63,1,0,1,24.795664,96.000000
1761058001985,00024,63,63,1,0,1,24.308379,95.000000
1761058001985,00033,63,63,1,0,1,24.547139,96.000000
1761058001985,00030,63,63,1,0,1,26.167376,99.000000
1761058001985,00013,63,63,1,0,1,68.797316,127.000000
1761058001985,00007,63,63,1,0,1,30.308559,107.000000
1761058001985,00037,63,63,1,0,1,28.247798,103.000000
1761058001985,00038,63,63,1,0,1,25.495022,98.000000
1761058001985,00048,63,63,1,0,1,34.909866,117.000000
1761058001985,00025,63,63,1,0,1,26.891288,101.000000
1761058001985,00027,63,63,1,0,1,25.225966,97.000000
1761058001985,00001,63,63,1,0,1,24.946521,97.000000
1761058001985,00036,63,63,1,0,1,32.825731,113.000000
1761058001985,00058,63,63,1,0,1,26.528580,100.000000
1761058001985,00049,63,63,1,0,1,29.498965,106.000000
1761058001985,00051,63,63,1,0,1,26.411461,100.000000
1761058001985,00016,63,63,1,0,1,24.181710,95.000000
1761058001985,00015,63,63,1,0,1,23.988359,95.000000
1761058001985,00019,63,63,1,0,1,24.765545,96.000000
1761058001985,00026,63,63,1,0,1,25.891211,99.000000
1761058001985,00043,63,63,1,0,1,23.729819,94.000000
1761058001985,00020,63,63,1,0,1,26.035905,99.000000
1761058001985,00009,63,63,1,0,1,25.494878,98.000000
1761058001985,00010,63,63,1,0,1,30.177778,107.000000
1761058001985,00063,63,63,1,0,1,26.583997,100.000000
1761058001985,00042,63,63,1,0,1,47.943429,127.000000
1761058001985,00044,63,63,1,0,1,28.319302,103.000000
1761058001985,00055,63,63,1,0,1,23.966641,95.000000
1761058001985,00014,63,63,1,0,1,27.910963,103.000000
1761058001985,00050,63,63,1,0,1,33.296107,113.000000
1761058001985,00057,63,63,1,0,1,24.399944,96.000000
1761058001985,00053,63,63,1,0,1,27.057955,101.000000
1761058001985,00054,63,63,1,0,1,25.935229,99.000000
1761058001985,00047,63,63,1,0,1,25.370960,98.000000
1761058001985,00006,63,63,1,0,1,45.250282,127.000000
1761058001985,00052,63,63,1,0,1,30.669364,108.000000
1761058001985,00018,63,63,1,0,1,25.478146,98.000000
1761058001985,00060,63,63,1,0,1,26.152875,99.000000
1761058001985,00002,63,63,1,0,1,29.136332,105.000000
1761058001985,00008,63,63,1,0,1,25.969186,99.000000
1761058001985,00046,63,63,1,0,1,26.412086,100.000000
1761058001985,00041,63,63,1,0,1,24.127006,95.000000
1761058001985,00017,63,63,1,0,1,26.196565,99.000000
1761058001985,00056,63,63,1,0,1,25.655855,98.000000
1761058001985,00035,63,63,1,0,1,26.985241,101.000000
1761058001985,00021,63,63,1,0,1,25.927768,99.000000
1761058001985,00040,63,63,1,0,1,31.110531,109.000000
1761058001985,00039,63,63,1,0,1,29.642955,106.000000
1761058001985,00028,63,63,1,0,1,35.490648,118.000000
1761058001985,00062,63,63,1,0,1,23.786271,94.000000
1761058001985,00011,63,63,1,0,1,24.755030,96.000000
1761058001985,00032,63,63,1,0,1,29.519155,106.000000
1761058001985,00029,63,63,1,0,1,27.257776,101.000000
1761058001985,00023,63,63,1,0,1,29.392683,106.000000
1761058001985,00034,63,63,1,0,1,23.484623,94.000000
1761058001985,00003,63,63,1,0,1,25.567078,98.000000
1761058001985,00045,63,63,1,0,1,33.736003,114.000000
1761058001985,00004,63,63,1,0,1,33.056948,113.000000
1761058001985,00022,63,63,1,0,1,23.497540,94.000000
1761058001985,00061,63,63,1,0,1,24.208949,95.000000
1761058001985,00012,63,63,1,0,1,23.971453,95.000000
1761058002085,00031,63,63,1,0,1,26.282636,99.000000
1761058002085,00059,63,63,1,0,1,24.154772,95.000000
1761058002085,00005,63,63,1,0,1,24.798310,96.000000
1761058002085,00024,63,63,1,0,1,24.306420,95.000000
1761058002085,00033,63,63,1,0,1,24.546669,96.000000
1761058002085,00030,63,63,1,0,1,26.167213,99.000000
1761058002085,00013,63,63,1,0,1,69.167504,127.000000
1761058002085,00007,63,63,1,0,1,30.313653,107.000000
1761058002085,00037,63,63,1,0,1,28.250931,103.000000
1761058002085,00038,63,63,1,0,1,25.496670,98.000000
1761058002085,00048,63,63,1,0,1,34.903331,117.000000
1761058002085,00025,63,63,1,0,1,26.892019,101.000000
1761058002085,00027,63,63,1,0,1,25.227129,97.000000
1761058002085,00001,63,63,1,0,1,24.947882,97.000000
1761058002085,00036,63,63,1,0,1,32.817432,113.000000
1761058002085,00058,63,63,1,0,1,26.526615,100.000000
1761058002085,00049,63,63,1,0,1,29.501386,106.000000
1761058002085,00051,63,63,1,0,1,26.413237,100.000000
1761058002085,00016,63,63,1,0,1,24.180915,95.000000
1761058002085,00015,63,63,1,0,1,23.988366,95.000000
1761058002085,00019,63,63,1,0,1,24.768065,96.000000
1761058002085,00026,63,63,1,0,1,25.888565,99.000000
1761058002085,00043,63,63,1,0,1,23.729476,94.000000
1761058002085,00020,63,63,1,0,1,26.036923,99.000000
1761058002085,00009,63,63,1,0,1,25.498371,98.000000
1761058002085,00010,63,63,1,0,1,30.181925,107.000000
1761058002085,00063,63,63,1,0,1,26.585053,100.000000
1761058002085,00042,63,63,1,0,1,47.905624,127.000000
1761058002085,00044,63,63,1,0,1,28.319130,103.000000
1761058002085,00055,63,63,1,0,1,23.969084,95.000000
