timestamp,ueImsiComplete,plmId,nrCellId,dlAvailablePrbs,ulAvailablePrbs,qci,dlPrbUsage,ulPrbUsage,TB.TotNbrDl.1,TB.TotNbrDlInitial,TB.TotNbrDlInitial.Qpsk,TB.TotNbrDlInitial.16Qam,TB.TotNbrDlInitial.64Qam,RRU.PrbUsedDl,TB.ErrTotalNbrDl.1,QosFlow.PdcpPduVolumeDL_Filter,CARR.PDSCHMCSDist.Bin1,CARR.PDSCHMCSDist.Bin2,CARR.PDSCHMCSDist.Bin3,CARR.PDSCHMCSDist.Bin4,CARR.PDSCHMCSDist.Bin5,CARR.PDSCHMCSDist.Bin6,L1M.RS-SINR.Bin34,L1M.RS-SINR.Bin46,L1M.RS-SINR.Bin58,L1M.RS-SINR.Bin70,L1M.RS-SINR.Bin82,L1M.RS-SINR.Bin94,L1M.RS-SINR.Bin127,DRB.BufferSize.Qos,DRB.MeanActiveUeDl,TB.TotNbrDl.1.UEID,TB.TotNbrDlInitial.UEID,TB.TotNbrDlInitial.Qpsk.UEID,TB.TotNbrDlInitial.16Qam.UEID,TB.TotNbrDlInitial.64Qam.UEID,TB.ErrTotalNbrDl.1.UEID,QosFlow.PdcpPduVolumeDL_Filter.UEID,RRU.PrbUsedDl.UEID,CARR.PDSCHMCSDist.Bin1.UEID,CARR.PDSCHMCSDist.Bin2.UEID,CARR.PDSCHMCSDist.Bin3.UEID,CARR.PDSCHMCSDist.Bin4.UEID,CARR.PDSCHMCSDist.Bin5.UEID,CARR.PDSCHMCSDist.Bin6.UEID,L1M.RS-SINR.Bin34.UEID,L1M.RS-SINR.Bin46.UEID,L1M.RS-SINR.Bin58.UEID,L1M.RS-SINR.Bin70.UEID,L1M.RS-SINR.Bin82.UEID,L1M.RS-SINR.Bin94.UEID,L1M.RS-SINR.Bin127.UEID,DRB.BufferSize.Qos.UEID,DRB.UEThpDl.UEID,DRB.UEThpDlPdcpBased.UEID
1761058001385,00002,111,4,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1761058001385,00007,111,4,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1761058001385,00008,111,4,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1761058001385,00032,111,4,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1761058001385,00034,111,4,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1761058001385,00063,111,4,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1761058001485,00002,111,4,139,139,1,0,0,38,24,24,7,7,0,14,2272,21,3,6,1,7,0,0,2,9,13,7,6,1,0,6,6,4,3,3,0,2,334,0.248214,3,0,3,0,0,0,0,0,0,5,1,0,0,0,789.224761,0.000000
1761058001485,00007,111,4,139,139,1,0,0,38,24,24,7,7,0,14,2272,21,3,6,1,7,0,0,2,9,13,7,6,1,0,6,10,4,10,0,0,6,260,0.595714,7,3,0,0,0,0,0,2,7,1,0,0,0,0,739.818821,0.000000
1761058001485,00008,111,4,139,139,1,0,0,38,24,24,7,7,0,14,2272,21,3,6,1,7,0,0,2,9,13,7,6,1,0,6,4,4,4,0,0,0,56,0.148929,4,0,0,0,0,0,0,0,1,3,0,0,0,0,181.333394,0.000000
1761058001485,00032,111,4,139,139,1,0,0,38,24,24,7,7,0,14,2272,21,3,6,1,7,0,0,2,9,13,7,6,1,0,6,5,3,1,1,3,2,614,0.148929,1,0,0,1,3,0,0,0,0,0,4,1,0,0,181.333394,0.000000
1761058001485,00034,111,4,139,139,1,0,0,38,24,24,7,7,0,14,2272,21,3,6,1,7,0,0,2,9,13,7,6,1,0,6,6,4,2,0,4,2,678,0.173750,2,0,0,0,4,0,0,0,0,0,0,5,1,0,181.333394,0.000000
1761058001485,00063,111,4,139,139,1,0,0,38,24,24,7,7,0,14,2272,21,3,6,1,7,0,0,2,9,13,7,6,1,0,6,7,5,4,3,0,2,330,0.347500,4,0,3,0,0,0,0,0,1,4,2,0,0,0,732.309805,0.000000
1761058001585,00002,111,4,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789.224761,0.000000
1761058001585,00007,111,4,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739.818821,0.000000
